Date,Symbol,Nominal Price,Prev close,Open,Turnover,Volume,Mkt cap,Bid,Ask,EPS(RMB),P/E ratio,Div yield,High,Low,52-wk high,52-wk low
2018-06-13,2,81.550,81.750,82.400,135.15M,1.65M,206.03B,81.550,81.600,5.6399,14.46,3.59%,82.400,81.550,84.950,75.050
2018-06-13,3328,6.340,6.410,6.360,205.54M,32.33M,221.97B,6.340,6.350,0.91,5.59,5.61%,6.390,6.330,7.130,5.470
2018-06-13,386,7.440,7.530,7.460,693.51M,92.55M,189.81B,7.430,7.440,0.4233,14.18,8.24%,7.570,7.420,8.350,5.400
2018-06-13,388,257.600,260.600,260.800,1.11B,4.33M,321.16B,257.600,258.000,6.0309,42.71,2.10%,260.800,257.400,306.000,197.600
2018-06-13,3988,4.130,4.190,4.170,1.19B,287.21M,345.36B,4.130,4.140,0.56,5.92,5.31%,4.180,4.120,4.960,3.570
2018-06-13,3,15.000,15.200,15.180,267.77M,17.75M,230.79B,14.980,15.000,0.5345,28.06,2.12%,15.200,14.980,15.800,13.091
2018-06-13,5,76.650,76.750,76.300,1.02B,13.40M,"1,560.95B",76.650,76.700,0.4848,20.27,5.20%,77.000,76.300,86.000,67.550
2018-06-13,66,44.050,44.550,44.550,93.72M,2.12M,264.71B,44.000,44.050,2.8288,15.57,2.54%,44.600,43.900,46.800,40.550
2018-06-13,688,28.850,28.700,28.950,463.68M,16.04M,316.08B,28.800,28.850,3.7209,7.75,2.77%,29.150,28.600,32.200,22.500
2018-06-13,6,55.950,55.800,56.200,164.49M,2.94M,119.41B,55.950,56.000,3.8978,14.35,29.13%,56.250,55.700,67.607,54.000
2018-06-13,700,415.200,417.400,420.000,5.09B,12.21M,"3,946.09B",415.200,415.400,7.5986,44.12,0.21%,420.000,415.000,476.600,260.379
2018-06-13,762,10.180,10.300,10.300,121.05M,11.84M,311.48B,10.180,10.200,0.0744,110.17,0.63%,10.340,10.140,13.240,9.200
2018-06-13,823,71.050,73.000,73.000,583.23M,8.12M,152.76B,71.050,71.400,21.772,3.26,3.52%,73.050,71.050,75.000,58.000
2018-06-13,836,16.020,16.200,16.200,75.70M,4.69M,77.06B,16.020,16.040,0.9678,16.55,5.46%,16.200,16.020,16.480,12.820
2018-06-13,83,13.660,13.920,13.780,68.18M,4.96M,90.19B,13.660,13.700,1.19,11.48,7.17%,13.920,13.640,14.604,12.063
2018-06-13,857,6.270,6.456,6.390,710.39M,112.92M,132.29B,6.260,6.270,0.1246,40.56,2.48%,6.430,6.230,6.740,4.678
2018-06-13,883,13.380,13.660,13.500,572.96M,42.51M,597.38B,13.360,13.380,0.5527,19.43,3.74%,13.640,13.320,14.640,8.450
2018-06-13,939,7.960,8.060,8.010,2.43B,304.51M,"1,913.72B",7.960,7.970,0.969,6.56,4.58%,8.040,7.950,9.390,5.910
2018-06-13,941,70.850,71.750,71.550,620.45M,8.71M,"1,450.68B",70.850,70.900,5.5813,10.23,9.04%,71.800,70.750,86.355,69.600
