Date,Symbol,Nominal price,Previous Close,Open,Bid,Ask,Day's Range,52 Week Range,Volume,Avg. Volume,Market Cap,Beta,PE Ratio (TTM),EPS (TTM),Earnings Date,Forward Dividend & Yield,Ex-Dividend Date,1y Target Est
2018-06-13,2318,78.550,79.000,78.950,78.500 x 0,78.550 x 0,78.100 - 79.000,49.900 - 98.850,"30,547,355","51,726,710",1.548T,1.59,13.13,5.983,N/A,1.59 (2.02%),2018-06-07,102.95
2018-06-13,2319,29.300,29.800,29.400,29.300 x 0,29.350 x 0,29.250 - 30.000,14.500 - 30.200,"9,436,399","15,663,760",115.072B,0.82,46.46,0.631,"Aug 28, 2018",0.15 (0.57%),2018-05-08,29.46
2018-06-13,2382,168.600,173.000,173.000,168.600 x 0,168.700 x 0,168.500 - 173.200,63.900 - 174.900,"4,640,239","7,138,698",183.933B,1.33,52.72,3.198,"Aug 13, 2018",0.81 (0.54%),2018-06-01,145.67
2018-06-13,2388,39.850,40.100,40.000,39.800 x 0,39.850 x 0,39.750 - 40.200,34.300 - 42.150,"7,056,425","8,526,690",421.326B,1.07,13.56,2.939,"Aug 28, 2018",1.30 (3.26%),2018-06-29,45.87
2018-06-13,0023,32.150,32.600,32.600,32.100 x 0,32.150 x 0,32.100 - 32.600,30.550 - 36.000,"1,683,790","1,428,819",90.266B,1.07,10.02,3.210,"Aug 23, 2018",1.28 (3.92%),2018-03-08,29.46
2018-06-13,2628,22.350,22.411,22.500,22.300 x 0,22.350 x 0,22.150 - 22.500,21.100 - 28.200,"29,221,468","33,844,362",817.194B,1.30,30.47,0.733,N/A,0.49 (2.15%),2018-06-13,29.96
2018-06-13,0267,11.720,11.860,11.680,11.700 x 0,11.720 x 0,11.660 - 11.800,10.700 - 12.800,"5,530,153","7,576,062",340.938B,0.78,7.76,1.510,N/A,0.36 (3.04%),2018-06-19,12.45
2018-06-13,0027,65.500,66.150,65.800,65.450 x 0,65.500 x 0,65.200 - 66.350,43.900 - 73.850,"6,587,164","10,874,992",282.859B,1.21,26.72,2.451,"Aug 27, 2018",N/A (N/A),2018-03-23,78.78
2018-06-13,0288,7.190,7.230,7.170,7.180 x 0,7.190 x 0,7.160 - 7.240,7.060 - 9.900,"62,449,821","34,046,263",105.436B,1.04,N/A,N/A,N/A,0.27 (3.46%),2018-06-07,10.51
2018-06-13,0002,81.550,81.750,82.400,81.550 x 0,81.600 x 0,81.550 - 82.400,75.050 - 84.950,"1,649,568","2,406,504",206.032B,0.23,14.46,5.640,"Aug 6, 2018",2.44 (2.98%),2018-06-04,83.51
2018-06-13,3328,6.340,6.410,6.360,6.340 x 0,6.350 x 0,6.330 - 6.390,5.470 - 7.130,"32,328,179","27,956,344",457.044B,1.25,5.81,1.091,N/A,0.36 (5.59%),2018-06-25,7.12
2018-06-13,0386,7.440,7.530,7.460,7.430 x 0,7.440 x 0,7.420 - 7.570,5.400 - 8.350,"92,546,357","140,568,148",808.453B,1.21,14.67,0.507,N/A,0.61 (7.98%),2018-05-25,8.80
2018-06-13,0388,257.600,260.600,260.800,257.600 x 0,258.000 x 0,257.400 - 260.800,197.600 - 306.000,"4,327,445","5,776,415",320.387B,1.43,42.72,6.030,"Aug 7, 2018",5.70 (2.16%),2018-04-27,316.49
2018-06-13,3988,4.130,4.190,4.170,4.130 x 0,4.140 x 0,4.120 - 4.180,3.570 - 4.960,"287,207,567","284,454,876",1.379T,1.35,6.15,0.671,N/A,0.22 (5.23%),2018-07-05,4.32
2018-06-13,0003,15.000,15.200,15.180,14.980 x 0,15.000 x 0,14.980 - 15.200,13.091 - 15.800,"17,753,016","15,444,859",230.796B,0.57,28.06,0.535,"Aug 20, 2018",0.32 (2.09%),2018-06-08,14.40
2018-06-13,0005,76.650,76.750,76.300,76.650 x 0,76.700 x 0,76.300 - 77.000,67.550 - 86.000,"13,402,404","17,431,069",1.539T,0.92,20.44,3.751,N/A,3.99 (5.18%),2018-02-22,86.38
2018-06-13,0066,44.050,44.550,44.550,44.000 x 0,44.050 x 0,43.900 - 44.600,40.550 - 46.800,"2,124,884","3,605,216",264.717B,0.46,25.32,1.740,"Aug 7, 2018",1.12 (2.52%),2018-05-18,45.16
2018-06-13,0688,28.850,28.700,28.950,28.800 x 0,28.850 x 0,28.600 - 29.150,22.500 - 32.200,"16,038,772","14,369,333",316.086B,1.38,7.76,3.720,"Aug 20, 2018",0.80 (3.11%),2018-06-13,33.38
2018-06-13,0006,55.950,55.800,56.200,55.950 x 0,56.000 x 0,55.700 - 56.250,54.000 - 78.800,"2,935,606","6,220,175",119.412B,0.52,14.35,3.900,"Jul 18, 2018",N/A (N/A),2018-05-14,65.42
2018-06-13,0700,415.200,417.400,420.000,415.200 x 0,415.400 x 0,415.000 - 420.000,260.400 - 476.600,"12,210,371","29,067,285",3.917T,1.10,45.58,9.109,"Aug 14, 2018",0.88 (0.22%),2018-05-18,527.57
2018-06-13,0762,10.180,10.300,10.300,10.180 x 0,10.200 x 0,10.140 - 10.340,9.200 - 13.240,"11,835,142","31,948,782",311.489B,0.91,121.30,0.084,"Aug 14, 2018",0.06 (0.62%),2018-05-16,13.73
2018-06-13,0823,71.050,73.000,73.000,71.050 x 0,71.400 x 0,71.050 - 73.050,58.000 - 75.000,"8,122,556","4,197,727",152.762B,0.47,3.27,21.710,"Jun 4, 2018",2.43 (3.65%),2017-11-21,76.80
2018-06-13,0836,16.020,16.200,16.200,16.020 x 0,16.040 x 0,16.020 - 16.200,12.820 - 16.480,"4,694,293","7,975,353",77.063B,0.79,16.52,0.970,"Aug 14, 2018",0.88 (5.40%),2018-06-15,17.22
2018-06-13,0083,13.660,13.920,13.780,13.660 x 0,13.700 x 0,13.640 - 13.920,12.440 - 15.060,"4,956,133","4,604,377",90.198B,0.78,11.48,1.190,"Aug 22, 2018",0.53 (3.89%),2018-03-13,15.67
2018-06-13,0857,6.270,6.456,6.390,6.260 x 0,6.270 x 0,6.230 - 6.430,4.720 - 6.740,"112,920,706","148,903,271",1.667T,0.96,43.58,0.044,N/A,0.06 (0.93%),2018-06-13,7.54
2018-06-13,0883,13.380,13.660,13.500,13.360 x 0,13.380 x 0,13.320 - 13.640,8.450 - 14.640,"42,510,724","73,828,039",597.384B,0.70,20.29,0.011,"Aug 22, 2018",0.50 (3.79%),2018-06-07,15.66
2018-06-13,0939,7.960,8.060,8.010,7.960 x 0,7.970 x 0,7.950 - 8.040,5.910 - 9.390,"304,506,575","287,250,185",2.43T,1.21,6.92,1.151,N/A,0.36 (4.44%),2018-07-09,10.58
2018-06-13,0941,70.850,71.750,71.550,70.850 x 0,70.900 x 0,70.750 - 71.800,69.600 - 89.600,"8,713,614","14,764,948",1.451T,0.60,10.59,6.690,"Aug 8, 2018",3.21 (4.29%),2018-05-24,92.21
