Date,Symbol,Nominal price,Previous Close,Open,Bid,Ask,Day's Range,52 Week Range,Volume,Avg. Volume,Market Cap,Beta,PE Ratio (TTM),EPS (TTM),Earnings Date,Forward Dividend & Yield,Ex-Dividend Date,1y Target Est
2018-06-12,1398,6.550,6.560,6.530,6.550 x 0,6.560 x 0,6.520 - 6.590,4.830 - 7.640,"169,842,722","230,416,295",2.064T,1.30,6.92,0.947,N/A,0.30 (4.47%),2018-07-05,8.64
2018-06-12,0144,17.400,17.460,17.600,17.360 x 0,17.400 x 0,17.320 - 17.680,16.960 - 27.400,"3,050,691","4,640,926",57.031B,1.01,9.46,1.839,N/A,0.81 (4.70%),2018-06-07,24.28
2018-06-12,0151,7.860,7.850,7.750,7.860 x 0,7.870 x 0,7.750 - 7.960,5.000 - 8.180,"14,114,684","17,038,311",97.852B,0.76,20.36,0.386,N/A,0.07 (1.21%),N/A,7.15
2018-06-12,0016,127.300,127.300,126.600,127.300 x 0,127.400 x 0,126.300 - 127.800,113.500 - 139.600,"1,860,135","3,153,643",368.788B,0.93,11.26,11.310,"Sep 10, 2018",2.40 (1.95%),2018-03-12,152.71
2018-06-12,0175,24.400,24.300,24.400,24.350 x 0,24.450 x 0,24.050 - 24.550,13.940 - 29.800,"37,352,631","48,000,157",219.028B,N/A,17.10,N/A,"Aug 14, 2018",N/A (N/A),N/A,30.83
2018-06-12,0017,12.080,12.120,12.080,12.060 x 0,12.080 x 0,12.000 - 12.140,9.740 - 13.000,"9,257,406","12,479,760",123.368B,1.30,12.72,0.950,N/A,0.28 (2.31%),2018-03-16,13.70
2018-06-12,1928,45.600,45.450,45.800,45.600 x 0,45.650 x 0,45.300 - 45.900,33.800 - 49.350,"6,076,414","11,885,968",368.457B,0.91,29.38,1.552,"May 3, 2018",1.00 (2.23%),2018-05-31,49.42
2018-06-12,1997,60.500,60.200,59.950,60.500 x 0,60.600 x 0,59.500 - 61.200,46.550 - 65.150,"1,698,292","2,532,444",183.692B,N/A,10.67,5.670,N/A,1.90 (3.06%),2018-04-06,62.08
2018-06-12,0019,82.750,82.450,83.800,82.750 x 0,82.800 x 0,82.400 - 83.800,71.850 - 83.800,"1,212,995","1,381,782",116.3B,0.65,4.77,17.340,N/A,4.30 (5.70%),2018-04-11,92.34
2018-06-12,0001,91.550,90.700,91.000,91.550 x 0,91.600 x 0,90.700 - 92.000,87.100 - 108.900,"7,023,255","4,950,416",353.171B,0.85,10.06,9.100,"Aug 1, 2018",2.85 (3.16%),2018-05-15,124.62
2018-06-12,2007,16.800,16.680,16.660,16.780 x 0,16.800 x 0,16.520 - 16.920,8.370 - 19.160,"28,040,429","49,938,269",363.438B,1.18,11.41,1.472,"Aug 20, 2018",0.61 (3.56%),2018-05-21,18.27
2018-06-12,2018,126.800,127.900,127.500,126.700 x 0,126.800 x 0,126.300 - 129.100,94.050 - 185.000,"3,345,000","7,078,730",154.95B,-0.08,24.31,5.215,"Aug 23, 2018",2.10 (1.46%),2018-06-07,152.69
2018-06-12,2318,79.000,78.750,79.000,78.950 x 0,79.000 x 0,78.250 - 79.750,49.900 - 98.850,"27,954,377","52,746,145",1.556T,1.59,13.21,5.983,N/A,1.59 (2.02%),2018-06-07,102.95
2018-06-12,2319,29.800,28.750,28.800,29.800 x 0,29.850 x 0,28.700 - 30.200,14.500 - 30.200,"16,757,514","15,834,389",117.035B,0.82,47.26,0.631,"Aug 28, 2018",0.15 (0.57%),2018-05-08,29.46
2018-06-12,2382,173.000,169.700,167.300,172.900 x 0,173.000 x 0,167.300 - 174.900,63.900 - 174.900,"6,545,872","7,297,046",188.733B,1.33,54.09,3.198,"Aug 13, 2018",0.81 (0.54%),2018-06-01,145.67
2018-06-12,2388,40.100,40.100,40.100,40.100 x 0,40.150 x 0,39.800 - 40.400,34.300 - 42.150,"6,082,019","8,707,576",423.969B,1.07,13.65,2.939,"Aug 28, 2018",1.30 (3.26%),2018-06-29,45.87
2018-06-12,0023,32.600,32.750,32.350,32.600 x 0,32.650 x 0,32.350 - 33.000,30.550 - 36.000,"541,354","1,460,491",91.529B,1.07,10.16,3.210,"Aug 23, 2018",1.28 (3.92%),2018-03-08,29.46
2018-06-12,2628,22.900,22.850,22.850,22.900 x 0,22.950 x 0,22.700 - 23.050,21.100 - 28.200,"27,945,859","34,420,406",837.304B,1.30,31.22,0.733,N/A,0.49 (2.15%),2018-06-13,29.96
2018-06-12,0267,11.860,11.900,11.860,11.840 x 0,11.860 x 0,11.700 - 11.900,10.700 - 12.800,"4,216,979","7,773,070",345.011B,0.78,7.85,1.510,N/A,0.36 (3.04%),2018-06-19,12.45
2018-06-12,0027,66.150,65.500,65.700,66.100 x 0,66.150 x 0,65.250 - 66.650,43.900 - 73.850,"13,418,671","11,060,254",285.666B,1.21,26.99,2.451,"Aug 27, 2018",N/A (N/A),2018-03-23,78.78
2018-06-12,0288,7.230,7.440,7.300,7.220 x 0,7.230 x 0,7.060 - 7.380,7.060 - 9.900,"137,549,750","32,720,791",106.022B,1.04,N/A,N/A,N/A,0.27 (3.46%),2018-06-07,10.51
2018-06-12,0002,81.750,81.850,82.150,81.750 x 0,81.850 x 0,81.600 - 82.200,75.050 - 84.950,"1,189,152","2,460,375",206.537B,0.23,14.49,5.640,"Aug 6, 2018",2.44 (2.98%),2018-06-04,83.51
2018-06-12,3328,6.410,6.380,6.310,6.400 x 0,6.410 x 0,6.310 - 6.430,5.470 - 7.130,"29,713,933","27,901,764",462.091B,1.25,5.88,1.091,N/A,0.36 (5.59%),2018-06-25,7.12
2018-06-12,0386,7.530,7.420,7.460,7.530 x 0,7.540 x 0,7.460 - 7.670,5.400 - 8.350,"87,574,510","142,689,583",818.232B,1.21,14.85,0.507,N/A,0.61 (8.29%),2018-05-25,8.80
2018-06-12,0388,260.600,261.200,260.000,260.400 x 0,260.600 x 0,259.200 - 262.600,197.600 - 306.000,"2,511,219","5,985,158",324.119B,1.43,43.22,6.030,"Aug 7, 2018",5.70 (2.16%),2018-04-27,316.49
2018-06-12,3988,4.190,4.200,4.180,4.190 x 0,4.200 x 0,4.170 - 4.220,3.570 - 4.960,"163,806,397","289,377,950",1.399T,1.35,6.98,0.671,N/A,0.22 (5.23%),2018-07-05,4.32
2018-06-12,0003,15.200,15.340,15.300,15.200 x 0,15.220 x 0,15.200 - 15.360,13.091 - 15.800,"18,559,653","15,336,283",233.873B,0.57,28.44,0.535,"Aug 20, 2018",0.34 (2.16%),2018-06-08,14.40
2018-06-12,0005,76.750,76.950,76.400,76.750 x 0,76.800 x 0,76.300 - 76.850,67.550 - 86.000,"9,282,704","18,009,828",1.541T,0.92,20.46,3.751,N/A,3.99 (5.23%),2018-02-22,86.38
2018-06-12,0066,44.550,44.300,44.500,44.450 x 0,44.550 x 0,44.100 - 44.650,40.550 - 46.800,"2,123,733","3,759,749",267.721B,0.47,25.60,1.740,"Aug 7, 2018",1.12 (2.46%),2018-05-18,45.16
2018-06-12,0688,29.150,28.700,28.500,29.150 x 0,29.200 x 0,28.500 - 29.400,22.500 - 32.200,"16,111,570","14,525,433",319.373B,1.38,7.84,3.720,"Aug 20, 2018",0.80 (3.11%),2018-06-13,33.38
2018-06-12,0006,55.800,55.500,55.500,55.800 x 0,55.850 x 0,55.400 - 55.950,54.000 - 78.800,"2,547,844","6,319,357",119.092B,0.52,14.31,3.900,"Jul 18, 2018",N/A (N/A),2018-05-14,65.42
2018-06-12,0700,417.400,419.000,420.400,417.400 x 0,417.800 x 0,416.200 - 422.400,260.400 - 476.600,"12,361,698","29,716,802",3.938T,1.10,45.82,9.109,"Aug 14, 2018",0.88 (0.22%),2018-05-18,527.57
2018-06-12,0762,10.300,10.240,10.300,10.300 x 0,10.320 x 0,10.180 - 10.380,9.200 - 13.240,"18,312,285","32,649,646",315.16B,0.91,122.73,0.084,"Aug 14, 2018",0.06 (0.62%),2018-05-16,13.73
2018-06-12,0823,73.000,73.500,73.800,73.000 x 0,73.050 x 0,73.000 - 73.800,58.000 - 75.000,"4,230,353","4,251,823",156.954B,0.47,3.36,21.710,"Jun 4, 2018",2.43 (3.65%),2017-11-21,76.48
2018-06-12,0836,16.200,15.900,16.100,16.180 x 0,16.200 x 0,16.020 - 16.480,12.820 - 16.480,"15,170,776","7,953,660",77.929B,0.79,16.70,0.970,"Aug 14, 2018",0.88 (5.57%),2018-06-15,17.22
2018-06-12,0083,13.920,13.940,13.880,13.920 x 0,13.940 x 0,13.760 - 14.060,12.440 - 15.060,"3,989,827","4,717,265",91.915B,0.78,11.70,1.190,"Aug 22, 2018",0.53 (3.89%),2018-03-13,15.67
2018-06-12,0857,6.530,6.550,6.450,6.520 x 0,6.530 x 0,6.450 - 6.680,4.720 - 6.740,"135,889,553","150,559,860",1.736T,1.00,146.91,0.044,N/A,0.07 (1.12%),2018-06-13,7.54
2018-06-12,0883,13.660,13.440,13.420,13.640 x 0,13.660 x 0,13.420 - 13.980,8.450 - 14.640,"66,791,632","74,978,190",609.885B,0.70,"1,229.30",0.659,"Aug 22, 2018",0.50 (3.79%),2018-06-07,15.66
2018-06-12,0939,8.060,8.060,8.020,8.060 x 0,8.070 x 0,8.000 - 8.130,5.910 - 9.390,"200,255,902","297,070,590",2.46T,1.21,7.00,1.151,N/A,0.36 (4.44%),2018-07-09,10.58
2018-06-12,0941,71.750,71.500,72.000,71.750 x 0,71.800 x 0,71.550 - 72.500,69.600 - 89.600,"9,272,909","15,072,903",1.469T,0.60,10.73,6.690,"Aug 8, 2018",3.21 (4.29%),2018-05-24,93.74
