Date,Symbol,Nominal price,High,Share Tr,Prev Close,1 Month High,MKT Cap,Low,Turnover,Open,1 Month Low,Short Sell,Bid,10-D SMA,Ask,20-D SMA,No of Tr,50-D SMA,Amount/T,100-D SMA,VWAP,250-D SMA,52-W High,52-W Low,Admission Fee,14-D RSI,Spread,10-D R. of Return,P/E Ratio/Est.,Rate of Risk,% Yld/Est.,Risk Return Rate,EPS,Beta,DPS,NBV Per Share
2018-06-12,2382,173.000,N/A,6.546M,169.700,170.900,186.161B,167.300,1.133B,167.300,144.488,69.986M,172.900,162.296,173.000,156.617,6646,147.614,"170,447",136.373,173.083,118.153,170.900,63.488,"17,300",70.286,0.100/0.100,8.813%,52.949/36.338,25.349%,0.469/0.709,0.348,RMB 2.668,+1.708,RMB 0.661,RMB 6.826
2018-06-12,2388,40.100,40.400,6.082M,40.100,41.150,423.968B,39.800,244.311M,40.100,38.700,11.094M,40.100,39.680,40.150,40.010,1491,39.379,"163,857",39.526,40.170,38.416,42.150,33.085,"20,050",52.707,0.050/0.050,0.881%,13.645/12.853,1.672%,3.486/3.641,0.527,HKD 2.939,+0.730,HKD 1.398,HKD 22.959
2018-06-12,0023,32.600,33.000,"541,354",32.750,34.800,91.950B,32.350,17.690M,32.350,31.650,2.923M,32.600,32.555,32.650,32.895,478,32.945,"37,009",33.002,32.677,32.988,35.250,30.550,"6,520",48.011,0.050/0.050,1.242%,10.156/16.718,0.882%,3.926/2.837,1.408,HKD 3.210,+0.598,HKD 1.280,HKD 32.357
2018-06-12,2628,22.900,23.050,27.946M,22.850,23.200,170.031B,22.700,641.235M,22.850,21.450,124.828M,22.900,22.450,22.950,22.383,1891,22.107,"339,098",23.139,22.946,24.150,28.200,21.100,"22,900",59.832,0.050/0.050,4.091%,16.546/14.471,1.499%,2.166/2.621,2.729,RMB 1.130,+1.084,RMB 0.400,RMB 11.355
2018-06-12,0267,11.860,11.900,4.217M,11.900,12.160,346.174B,11.700,49.919M,11.860,11.100,11.049M,11.840,11.784,11.860,11.801,766,11.591,"65,168",11.573,11.838,11.556,12.800,10.700,"11,860",54.369,0.020/0.020,3.130%,7.854/7.145,0.360%,3.035/3.154,8.696,HKD 1.510,+0.798,HKD 0.360,HKD 18.939
2018-06-12,0027,66.150,66.650,13.419M,65.500,71.050,282.859B,65.250,886.526M,65.700,63.700,30.709M,66.100,66.655,66.150,67.538,2321,68.979,"381,959",67.943,66.065,58.303,73.850,43.160,"66,150",41.789,0.050/0.050,-5.093%,26.989/23.049,8.971%,1.119/1.302,-0.568,HKD 2.451,+1.029,HKD 0.740,HKD 12.878
2018-06-12,0288,7.230,7.380,137.550M,7.440,8.810,109.185B,N/A,989.682M,7.300,7.400,21.715M,7.220,7.890,7.230,8.055,7277,8.027,"136,001",8.527,7.195,8.072,9.680,7.030,"3,615",37.328,0.010/0.010,-11.179%,11.829/11.102,0.622%,3.734/4.015,-17.973,USD 0.078,+0.705,USD 0.034,USD 0.508
2018-06-12,0002,81.750,82.200,1.189M,81.850,83.150,206.790B,81.600,97.376M,82.150,80.090,6.964M,81.750,81.836,81.850,81.616,380,80.745,"256,252",78.850,81.897,78.662,83.150,73.300,"40,875",52.642,0.050/0.050,0.690%,14.495/15.000,1.793%,3.584/3.644,0.385,HKD 5.640,+0.252,HKD 2.910,HKD 43.024
2018-06-12,3328,6.410,6.430,29.714M,6.380,6.470,223.376B,6.310,190.039M,6.310,6.120,29.136M,6.400,6.290,6.410,6.315,1907,6.279,"99,653",6.340,6.396,6.007,7.130,5.439,"6,410",54.651,0.010/0.010,2.889%,5.751/5.627,0.316%,5.566/5.541,9.143,RMB 0.910,+0.899,RMB 0.286,RMB 9.037
2018-06-12,0386,7.530,7.670,87.575M,7.420,7.859,189.310B,7.460,662.316M,7.460,7.030,175.213M,7.530,7.528,7.540,7.520,3238,7.187,"204,545",6.592,7.563,5.815,7.859,4.909,"15,060",50.574,0.010/0.010,3.862%,14.534/11.823,0.782%,8.235/6.018,4.939,RMB 0.423,+1.022,RMB 0.500,RMB 5.997
2018-06-12,0388,260.600,262.600,2.511M,261.200,267.400,325.654B,259.200,654.772M,260.000,250.400,60.361M,260.400,257.660,260.600,259.220,2155,257.084,"303,839",268.389,260.761,237.570,303.150,192.400,"26,060",54.003,0.200/0.200,1.165%,43.217/33.999,29.414%,2.072/2.626,0.040,HKD 6.030,+1.397,HKD 5.400,HKD 30.063
2018-06-12,3988,4.190,4.220,163.806M,4.200,4.300,351.214B,4.170,687.182M,4.180,4.050,113.164M,4.190,4.163,4.200,4.184,4797,4.189,"143,252",4.284,4.195,4.033,4.960,3.568,"4,190",51.626,0.010/0.010,1.453%,6.109/5.608,0.254%,5.248/5.554,5.720,RMB 0.560,+1.095,RMB 0.176,RMB 5.082
2018-06-12,0003,15.200,15.360,18.560M,15.340,15.591,236.028B,15.200,283.181M,15.300,15.136,32.997M,15.200,15.371,15.220,15.330,2154,14.903,"131,467",14.378,15.258,13.717,15.591,12.773,"15,200",57.176,0.020/0.020,-0.535%,28.435/28.358,0.706%,2.093/2.132,-0.758,HKD 0.535,+0.256,HKD 0.318,HKD 3.928
2018-06-12,0005,76.750,76.850,9.283M,76.950,78.250,"1,567.294B",76.300,711.684M,76.400,74.650,57.361M,76.750,76.310,76.800,76.808,2231,75.780,"318,998",77.267,76.665,74.556,83.582,63.572,"30,700",53.574,0.050/0.050,1.120%,20.378/13.974,3.869%,5.189/5.214,0.289,USD 0.480,+0.692,USD 0.510,USD 9.362
2018-06-12,0066,44.550,44.650,2.124M,44.300,45.900,266.219B,44.100,94.474M,44.500,43.500,6.002M,44.450,44.295,44.550,44.531,766,43.429,"123,334",42.776,44.479,43.649,45.930,39.680,"22,275",52.160,0.050/0.050,1.020%,15.742/26.114,1.392%,2.514/2.548,0.733,HKD 2.830,+0.374,HKD 1.120,HKD 27.681
2018-06-12,0688,29.150,N/A,16.112M,28.700,29.200,314.443B,28.500,467.973M,28.500,25.300,83.156M,29.150,27.470,29.200,27.263,1755,26.970,"266,651",27.789,29.045,26.230,32.200,22.150,"58,300",64.897,0.050/0.050,11.260%,7.836/7.836,1.981%,2.744/3.190,5.684,HKD 3.720,+1.146,HKD 0.800,HKD 24.251
2018-06-12,0006,55.800,55.950,2.548M,55.500,57.150,118.452B,55.400,141.940M,55.500,54.000,30.775M,55.800,54.970,55.850,55.073,986,56.584,"143,956",57.978,55.706,58.133,65.920,51.500,"27,900",49.097,0.050/0.050,2.198%,14.308/15.085,2.637%,29.211/5.170,0.833,HKD 3.900,+0.319,HKD 16.300,HKD 44.784
2018-06-12,0700,417.400,422.400,12.362M,419.000,431.600,"3,982.215B",416.200,5.180B,420.400,389.720,647.475M,417.400,412.340,417.800,408.954,11981,403.482,"432,378",424.499,419.026,375.560,475.720,259.520,"41,740",56.746,0.200/0.200,3.831%,44.853/39.262,56.249%,0.211/0.243,0.068,RMB 7.598,+1.495,RMB 0.708,RMB 26.958
2018-06-12,0762,10.300,10.380,18.312M,10.240,11.440,313.325B,10.180,188.566M,10.300,10.040,38.634M,10.300,10.676,10.320,10.909,1003,10.591,"188,002",10.481,10.297,10.933,13.176,9.136,"20,600",37.138,0.020/0.020,-5.331%,120.136/28.032,0.636%,0.626/1.403,-8.382,RMB 0.070,+0.879,RMB 0.052,RMB 9.937
2018-06-12,0823,73.000,73.800,4.230M,73.500,74.200,158.029B,73.000,309.812M,73.800,67.000,36.173M,73.000,71.640,73.050,70.190,1679,68.637,"184,522",68.344,73.242,65.879,75.000,56.785,"36,500",69.662,0.050/0.050,5.036%,3.363/26.937,4.041%,3.422/3.769,1.246,HKD 21.710,+0.417,HKD 2.498,HKD 83.065
2018-06-12,0836,16.200,N/A,15.171M,15.900,16.300,76.486B,16.020,246.402M,16.100,15.060,34.037M,16.180,15.832,16.200,15.747,1228,15.021,"200,653",14.473,16.242,14.553,16.300,12.820,"32,400",58.900,0.020/0.020,0.372%,16.701/11.329,0.628%,5.401/5.395,0.592,HKD 0.970,+0.457,HKD 0.875,HKD 15.636
2018-06-12,0083,13.920,14.060,3.990M,13.940,14.360,92.047B,13.760,55.599M,13.880,13.040,"558,920",13.920,13.804,13.940,13.671,491,13.348,"113,236",13.484,13.935,12.983,14.480,11.460,"27,840",56.812,0.020/0.020,4.036%,11.697/9.667,0.678%,7.040/3.808,5.953,HKD 1.190,+0.831,HKD 0.530,HKD 20.323
2018-06-12,0857,6.530,6.680,135.890M,6.550,6.740,138.198B,6.450,894.157M,6.450,6.000,212.669M,6.520,6.473,6.530,6.355,4625,5.931,"193,331",5.795,6.580,5.356,6.740,4.639,"13,060",61.396,0.010/0.010,2.191%,44.429/18.973,0.487%,2.469/2.682,4.499,RMB 0.120,+0.842,RMB 0.130,RMB 6.521
2018-06-12,0883,13.660,13.980,66.792M,13.440,14.340,600.062B,13.420,918.650M,13.420,12.200,223.870M,13.640,13.142,13.660,13.350,5761,12.690,"159,460",12.061,13.754,10.460,14.340,7.950,"13,660",55.811,0.020/0.020,9.455%,20.278/11.266,1.682%,3.660/4.501,5.621,RMB 0.550,+0.801,RMB 0.402,RMB 8.511
2018-06-12,0939,8.060,8.130,200.256M,8.060,8.500,"1,937.764B",8.000,1.616B,8.020,7.800,420.652M,8.060,8.051,8.070,8.112,6339,8.093,"254,906",8.227,8.070,7.300,9.390,5.910,"8,060",48.094,0.010/0.010,1.003%,6.855/6.297,0.828%,4.510/4.863,1.211,RMB 0.960,+1.378,RMB 0.291,RMB 7.119
2018-06-12,0941,71.750,72.500,9.273M,71.500,73.500,"1,463.997B",71.550,667.687M,72.000,69.600,88.425M,71.750,71.455,71.800,71.776,2991,71.652,"223,232",72.954,72.003,75.735,83.195,68.068,"35,875",48.335,0.050/0.050,1.199%,10.498/9.796,3.375%,8.927/4.952,0.355,RMB 5.580,+0.522,RMB 5.508,RMB 48.137
