Date,Symbol,Nominal Price,Prev close,Open,Turnover,Volume,Mkt cap,Bid,Ask,EPS(RMB),P/E ratio,Div yield,High,Low,52-wk high,52-wk low
2018-06-12,101,17.800,17.960,17.840,90.16M,5.06M,80.05B,17.780,17.800,1.8061,9.86,4.21%,18.020,17.780,21.650,17.080
2018-06-12,1038,59.500,59.650,59.800,72.07M,1.21M,157.71B,59.500,59.550,4.0705,14.62,4.00%,59.900,59.500,73.800,58.700
2018-06-12,1044,79.250,77.400,76.450,266.34M,3.37M,95.59B,79.250,79.350,3.1488,20.28,3.20%,79.750,76.450,88.700,52.800
2018-06-12,1088,21.300,21.000,20.900,594.17M,27.73M,72.38B,21.300,21.350,2.403,7.15,5.29%,21.700,20.900,25.750,16.380
2018-06-12,1093,25.650,24.400,24.500,726.06M,28.70M,160.13B,25.600,25.650,0.4548,56.40,0.58%,25.750,24.500,26.750,10.940
2018-06-12,1109,31.550,31.150,30.550,301.64M,9.61M,218.67B,31.550,31.600,3.3209,9.50,3.06%,31.800,30.550,34.450,21.050
2018-06-12,1113,66.750,66.100,66.450,224.98M,3.38M,246.80B,66.700,66.750,8.0716,8.27,2.55%,66.900,65.700,75.300,58.750
2018-06-12,11,202.000,202.800,202.000,187.09M,928.33K,386.19B,201.800,202.000,10.4705,19.29,3.37%,202.600,200.200,204.200,159.000
2018-06-12,1299,71.800,72.400,72.650,1.02B,14.15M,867.07B,71.800,71.850,0.51,18.05,1.39%,73.000,71.800,75.000,54.500
2018-06-12,12,45.450,45.700,45.950,177.57M,3.92M,200.03B,45.400,45.450,6.9148,6.57,3.42%,46.000,45.150,50.909,39.046
2018-06-12,1398,6.550,6.560,6.530,1.11B,169.84M,568.50B,6.550,6.560,0.79,6.63,4.60%,6.590,6.520,7.640,4.830
2018-06-12,144,17.400,17.460,17.600,53.19M,3.05M,57.03B,17.360,17.400,1.839,9.46,12.41%,17.680,17.320,26.030,16.960
2018-06-12,151,7.860,7.850,7.750,111.33M,14.11M,97.85B,7.860,7.870,0.2472,25.97,2.47%,7.960,7.750,8.180,5.000
2018-06-12,16,127.300,127.300,126.600,236.44M,1.86M,368.78B,127.300,127.400,14.43,8.82,3.30%,127.800,126.300,139.600,113.500
2018-06-12,175,24.400,24.300,24.400,910.99M,37.35M,219.04B,24.350,24.450,1.1905,16.55,1.19%,24.550,24.050,29.800,13.940
2018-06-12,17,12.080,12.120,12.080,111.61M,9.26M,123.36B,12.060,12.080,0.8035,15.03,3.89%,12.140,12.000,13.000,9.740
2018-06-12,1928,45.600,45.450,45.800,277.55M,6.08M,368.45B,45.600,45.650,0.1986,29.44,4.36%,45.900,45.300,49.350,33.800
2018-06-12,1997,60.500,60.200,59.950,102.44M,1.70M,183.69B,60.500,60.600,5.6709,10.67,1.57%,61.200,59.500,65.150,46.550
2018-06-12,19,82.750,82.450,83.800,100.54M,1.21M,74.90B,82.750,82.800,17.341,4.77,2.54%,83.800,82.400,83.650,71.850
2018-06-12,1,91.550,90.700,91.000,641.87M,7.02M,353.17B,91.550,91.600,9.0987,10.06,3.11%,92.000,90.700,108.900,87.100
2018-06-12,2007,16.800,16.680,16.660,470.69M,28.04M,365.24B,16.780,16.800,1.228,11.04,2.88%,16.920,16.520,18.226,7.962
2018-06-12,2018,126.800,127.900,127.500,425.28M,3.35M,154.94B,126.700,126.800,4.3467,23.31,1.66%,129.100,126.300,185.000,94.050
2018-06-12,2318,79.000,78.750,79.000,2.20B,27.95M,588.35B,78.950,79.000,4.9946,12.77,2.61%,79.750,78.250,98.543,49.745
2018-06-12,2319,29.800,28.750,28.800,498.79M,16.76M,117.03B,29.800,29.850,0.5258,45.29,0.50%,30.200,28.700,29.750,14.500
2018-06-12,2382,173.000,169.700,167.300,1.13B,6.55M,189.78B,172.900,173.000,2.6676,52.35,0.47%,174.900,167.300,171.600,62.500
2018-06-12,2388,40.100,40.100,40.100,244.31M,6.08M,423.96B,40.100,40.150,2.9387,13.65,3.49%,40.400,39.800,42.150,34.216
2018-06-12,23,32.600,32.750,32.350,17.69M,541.35K,91.52B,32.600,32.650,3.21,10.16,3.93%,33.000,32.350,36.000,30.550
2018-06-12,2628,22.900,22.850,22.850,641.23M,27.95M,170.40B,22.900,22.950,1.1411,16.17,2.14%,23.050,22.700,28.200,21.100
2018-06-12,267,11.860,11.900,11.860,49.91M,4.22M,345.01B,11.840,11.860,1.5092,7.86,3.04%,11.900,11.700,12.800,10.700
2018-06-12,27,66.150,65.500,65.700,886.52M,13.42M,285.66B,66.100,66.150,2.4513,26.99,1.12%,66.650,65.250,73.850,43.378
2018-06-12,288,7.230,7.440,7.300,989.68M,137.55M,106.10B,7.220,7.230,0.0779,11.90,3.73%,7.380,7.060,9.900,7.260
2018-06-12,2,81.750,81.850,82.150,97.37M,1.19M,206.53B,81.750,81.850,5.6399,14.49,3.58%,82.200,81.600,84.950,75.050
