Date,Symbol,Nominal price,Open,High,Low,Mkt cap,P/E ratio,Div yield,Prev close,52-wk high,52-wk low
2018-06-15,0101,17.02,17.30,17.46,17.00,76.55B,9.43,4.41%,17.30,21.65,17.00
2018-06-15,1038,58.50,59.00,59.25,58.50,155.06B,14.37,4.07%,59.10,73.80,58.50
2018-06-15,1044,77.55,77.35,78.40,77.05,93.55B,20.32,3.27%,78.00,88.70,53.20
2018-06-15,1088,21.20,20.90,21.45,20.90,-,7.31,5.34%,21.15,25.75,16.38
2018-06-15,1093,24.05,24.60,25.20,24.05,150.14B,48.13,0.62%,24.60,26.75,10.94
2018-06-15,1109,29.00,28.50,29.45,28.50,201.00B,8.73,3.33%,28.95,34.45,21.05
2018-06-15,1113,65.65,65.00,65.85,65.00,242.74B,8.13,2.59%,65.65,75.30,58.75
2018-06-15,0011,198.30,198.00,198.60,196.20,379.12B,19.25,3.43%,197.90,204.20,159.00
2018-06-15,1299,69.60,70.40,70.75,69.60,840.50B,17.45,1.44%,70.15,75.00,54.50
2018-06-15,0012,44.20,44.05,44.55,44.00,176.85B,6.39,3.52%,44.05,50.91,39.05
2018-06-15,1398,6.33,6.34,6.40,6.33,-,6.45,4.75%,6.38,7.64,4.83
2018-06-15,0144,17.22,17.20,17.26,17.08,56.44B,9.32,4.70%,17.18,27.40,16.96
2018-06-15,0151,7.62,7.70,7.74,7.55,94.86B,-,1.59%,7.73,8.18,5.00
2018-06-15,0016,123.30,123.50,124.50,123.10,357.20B,6.59,3.41%,123.20,139.60,113.50
2018-06-15,0175,23.20,23.45,23.60,22.95,208.27B,16.30,1.25%,23.45,29.80,13.94
2018-06-15,0017,11.70,11.94,11.94,11.70,119.49B,7.87,4.02%,11.86,13.00,9.74
2018-06-15,1928,44.85,45.90,45.90,44.55,362.40B,28.78,4.44%,45.25,49.35,33.80
2018-06-15,1997,60.80,59.25,60.80,59.10,184.60B,10.72,1.56%,59.45,65.15,46.55
2018-06-15,0019,83.25,83.00,83.70,82.90,117.75B,4.86,2.52%,83.00,83.80,71.85
2018-06-15,0001,88.50,88.35,88.50,87.80,341.40B,9.73,3.22%,88.30,108.90,87.10
2018-06-15,2007,16.20,16.04,16.56,16.04,352.20B,10.74,2.99%,16.14,19.16,8.37
2018-06-15,2018,120.30,118.30,122.00,118.00,147.01B,22.26,1.75%,119.40,185.00,94.05
2018-06-15,2318,79.25,79.30,79.90,78.90,-,12.58,2.29%,79.05,98.85,49.90
2018-06-15,2319,27.50,27.70,28.25,27.30,108.00B,42.66,0.54%,27.90,30.20,14.50
2018-06-15,2382,164.00,165.90,168.50,163.90,179.91B,50.41,0.50%,165.70,174.90,63.90
2018-06-15,2388,39.45,39.55,39.75,39.35,417.10B,14.64,3.30%,39.80,42.15,34.30
2018-06-15,0023,32.30,32.00,32.30,31.65,90.69B,19.18,3.96%,32.00,36.00,30.55
2018-06-15,2628,21.95,22.00,22.15,21.85,-,15.69,2.23%,22.25,28.20,21.10
2018-06-15,0267,11.60,11.62,11.68,11.46,337.45B,7.69,3.10%,11.62,12.80,10.70
2018-06-15,0027,64.35,64.50,65.30,64.10,277.89B,26.40,-,64.85,73.85,43.90
2018-06-15,0288,7.04,6.87,7.09,6.87,103.31B,11.76,3.84%,6.96,9.90,6.87
2018-06-15,0002,81.50,81.00,81.75,80.75,205.91B,14.45,3.60%,81.25,84.95,75.05
2018-06-15,3328,6.30,6.36,6.36,6.27,-,5.65,5.66%,6.34,7.13,5.47
2018-06-15,0386,7.20,7.21,7.32,7.17,-,-,4.15%,7.28,8.35,5.40
2018-06-15,0388,255.40,255.00,256.40,254.60,318.42B,38.22,2.11%,255.60,306.00,197.60
2018-06-15,3988,4.10,4.12,4.13,4.09,-,6.04,5.36%,4.11,4.96,3.57
2018-06-15,0003,14.90,14.82,14.98,14.80,208.42B,27.87,2.14%,14.86,15.80,13.09
2018-06-15,0005,76.35,76.50,76.85,76.30,-,18.12,5.21%,76.40,86.00,67.55
2018-06-15,0066,43.30,43.85,43.85,43.30,260.21B,15.35,2.59%,43.60,46.80,40.55
2018-06-15,0688,28.65,28.20,28.95,28.20,313.90B,7.70,2.79%,28.50,32.20,22.50
2018-06-15,0006,55.40,55.30,55.55,55.05,118.24B,14.21,5.05%,55.30,78.80,54.00
2018-06-15,0700,410.00,416.00,417.00,408.40,3.90T,39.75,0.21%,412.00,476.60,260.40
2018-06-15,0762,10.08,9.98,10.20,9.95,308.43B,47.97,0.64%,10.10,13.24,9.20
2018-06-15,0823,71.55,71.25,71.55,71.00,153.84B,3.29,3.49%,71.40,75.00,58.00
2018-06-15,0836,14.72,15.40,15.50,14.68,70.81B,15.21,5.94%,15.19,16.48,12.82
2018-06-15,0083,13.44,13.48,13.56,13.38,88.75B,5.92,3.94%,13.36,15.06,12.44
2018-06-15,0857,6.04,6.09,6.21,6.04,-,38.76,2.15%,6.12,6.74,4.72
2018-06-15,0883,12.94,12.88,13.04,12.84,577.74B,19.09,3.86%,13.08,14.64,8.45
2018-06-15,0939,7.79,7.85,7.88,7.79,-,6.46,4.67%,7.87,9.39,5.91
2018-06-15,0941,70.25,70.20,70.30,69.60,1.44T,10.26,4.56%,70.45,89.60,69.60
