Date,Symbol,Nominal Price,Prev close,Open,Turnover,Volume,Mkt cap,Bid,Ask,EPS(RMB),P/E ratio,Div yield,High,Low,52-wk high,52-wk low
2018-06-15,688,28.650,28.500,28.200,562.48M,19.61M,313.89B,28.650,28.700,3.7209,7.70,2.79%,28.950,28.200,32.200,22.500
2018-06-15,6,55.400,55.300,55.300,331.79M,5.99M,118.23B,55.300,55.400,3.8978,14.21,29.42%,55.550,55.050,67.607,54.000
2018-06-15,700,410.000,412.000,416.000,9.56B,23.18M,"3,896.67B",410.000,410.200,7.5986,43.57,0.21%,417.000,408.400,476.600,260.379
2018-06-15,762,10.080,10.100,9.980,300.73M,29.90M,308.42B,10.060,10.080,0.0744,109.09,0.64%,10.200,9.950,13.240,9.200
2018-06-15,823,71.550,71.400,71.250,725.80M,10.16M,153.83B,71.500,71.550,21.772,3.29,3.49%,71.550,71.000,75.000,58.000
2018-06-15,836,14.720,15.190,15.400,208.41M,13.95M,70.80B,14.720,14.740,0.9678,15.21,5.94%,15.500,14.680,16.480,12.820
2018-06-15,83,13.440,13.360,13.480,116.66M,8.67M,88.74B,13.420,13.440,1.19,11.29,7.29%,13.560,13.380,14.604,12.063
2018-06-15,857,6.040,6.120,6.090,838.91M,137.92M,127.43B,6.040,6.050,0.1246,39.07,2.57%,6.210,6.040,6.695,4.647
2018-06-15,883,12.940,13.080,12.880,1.14B,88.77M,577.73B,12.940,12.960,0.5527,18.79,3.86%,13.040,12.840,14.640,8.450
2018-06-15,939,7.790,7.870,7.850,4.61B,590.34M,"1,872.85B",7.790,7.800,0.969,6.42,4.68%,7.880,7.790,9.390,5.910
2018-06-15,941,70.250,70.450,70.200,1.88B,26.91M,"1,438.40B",70.200,70.250,5.5813,10.14,9.12%,70.300,69.600,86.355,69.600
