Date,Symbol,Nominal price,High,Share Tr,Prev Close,1 Month High,MKT Cap,Low,Turnover,Open,1 Month Low,Short Sell,Bid,10-D SMA,Ask,20-D SMA,No of Tr,50-D SMA,Amount/T,100-D SMA,VWAP,250-D SMA,52-W High,52-W Low,Admission Fee,14-D RSI,Spread,10-D R. of Return,P/E Ratio/Est.,Rate of Risk,% Yld/Est.,Risk Return Rate,EPS,Beta,DPS,NBV Per Share
2018-06-08,0101,17.980,18.220,4.275M,18.080,19.200,81.319B,17.940,76.916M,18.020,17.080,6.659M,17.960,18.082,17.980,18.368,959,18.130,"80,204",18.507,17.992,18.392,21.070,16.700,"17,980",46.774,0.020/0.020,-1.856%,9.934/17.456,0.787%,4.171/4.171,-2.358,HKD 1.810,+0.628,HKD 0.750,HKD 30.274
2018-06-08,1038,59.400,60.200,1.819M,59.750,61.800,158.378B,59.400,108.736M,60.000,58.700,14.578M,59.400,59.435,59.450,59.909,1037,60.600,"104,856",62.614,59.778,64.795,71.420,58.700,"29,700",46.847,0.050/0.050,-0.586%,14.595/12.720,2.831%,4.007/4.386,-0.207,HKD 4.070,+0.358,HKD 2.380,HKD 39.036
2018-06-08,1044,76.750,78.050,2.342M,78.300,79.150,94.450B,76.100,179.950M,76.800,66.577,74.576M,76.750,75.200,76.800,72.814,956,72.373,"188,232",73.695,76.836,69.972,87.277,50.261,"38,375",68.491,0.050/0.050,5.571%,19.854/18.175,8.320%,3.389/3.471,0.670,RMB 3.149,+0.519,RMB 2.100,RMB 13.356
2018-06-08,1088,20.850,21.500,24.822M,21.700,22.150,73.749B,20.800,523.536M,21.450,18.960,14.295M,20.850,20.648,20.900,20.685,4025,20.000,"130,071",21.229,21.092,19.797,25.750,15.798,"10,425",60.000,0.050/0.050,4.985%,7.068/7.499,1.802%,5.414/5.111,2.766,RMB 2.403,+1.253,RMB 0.910,RMB 15.362
2018-06-08,1093,24.400,25.200,40.350M,24.900,26.600,155.451B,24.200,991.992M,24.300,20.700,52.008M,24.400,25.120,24.450,23.875,3935,22.031,"252,095",19.959,24.585,15.932,26.600,10.790,"48,800",60.453,0.050/0.050,-2.204%,53.650/43.571,3.922%,0.615/0.742,-0.562,HKD 0.455,+0.888,HKD 0.150,HKD 2.454
2018-06-08,1109,31.100,32.050,11.783M,31.450,32.100,217.978B,30.850,368.154M,31.700,27.700,86.988M,31.000,29.810,31.100,29.793,855,29.247,"430,589",29.098,31.245,25.645,34.450,21.050,"62,200",62.262,0.050/0.050,6.873%,9.367/8.976,3.095%,3.109/3.875,2.221,HKD 3.320,+1.223,HKD 0.967,HKD 20.645
2018-06-08,1113,66.300,67.200,7.152M,67.250,68.850,248.657B,66.000,478.391M,66.500,64.500,6.754M,66.250,66.300,66.300,66.733,1513,65.922,"316,187",67.440,66.889,65.215,74.020,57.050,"33,150",56.764,0.050/0.050,-0.897%,8.216/9.974,3.274%,2.564/2.866,-0.274,HKD 8.070,+0.612,HKD 1.700,HKD 78.851
2018-06-08,0011,200.200,N/A,2.000M,201.600,202.900,385.427B,199.300,402.134M,203.000,192.500,78.999M,200.000,196.150,200.200,197.225,2075,192.548,"193,800",188.374,201.067,179.597,202.900,152.200,"20,020",62.329,0.100/0.200,2.404%,19.437/17.717,12.280%,3.397/3.596,0.196,HKD 10.300,+0.548,HKD 6.700,HKD 79.520
2018-06-08,1299,71.950,73.900,16.054M,73.750,74.256,890.620B,71.500,1.161B,73.900,67.056,143.902M,71.900,71.875,71.950,71.788,8004,69.314,"145,037",66.902,72.318,62.554,74.256,53.500,"14,390",60.249,0.050/0.050,2.057%,17.982/20.380,4.824%,1.390/1.636,0.426,USD 0.510,+1.092,USD 0.128,USD 3.478
2018-06-08,0012,45.950,46.500,4.468M,46.100,48.000,202.898B,45.650,205.857M,46.000,43.564,25.845M,45.800,46.196,45.950,45.705,943,45.177,"218,301",45.591,46.074,44.343,49.791,37.491,"45,950",54.931,0.050/0.050,-0.247%,6.642/12.645,2.831%,3.383/3.432,-0.087,HKD 6.918,+0.661,HKD 1.555,HKD 66.600
2018-06-08,1398,6.590,6.700,251.874M,6.710,7.000,582.388B,6.550,1.665B,6.670,6.370,93.301M,6.580,6.577,6.590,6.684,6603,6.729,"252,145",6.836,6.610,6.204,7.640,4.830,"6,590",51.960,0.010/0.010,-0.453%,6.795/6.316,0.655%,4.564/4.843,-0.692,RMB 0.790,+1.372,RMB 0.241,RMB 5.969
2018-06-08,0144,17.220,17.580,4.380M,17.560,18.570,57.555B,17.200,75.825M,17.580,16.550,18.203M,17.220,17.445,17.240,17.511,623,17.086,"121,710",17.858,17.312,20.055,25.240,16.370,"34,440",53.956,0.020/0.020,-2.326%,9.364/10.933,2.385%,12.544/4.065,-0.975,HKD 1.839,+0.776,HKD 2.160,HKD 22.409
2018-06-08,0151,7.790,8.050,12.334M,8.110,8.180,100.964B,7.730,96.825M,8.000,6.810,12.732M,7.780,7.614,7.790,7.406,1790,6.934,"54,092",6.741,7.850,6.097,8.180,4.926,"7,790",69.187,0.010/0.010,8.799%,25.670/22.745,0.723%,2.507/2.096,12.170,RMB 0.309,+0.537,RMB 0.199,RMB 1.163
2018-06-08,0016,126.900,128.200,3.122M,128.200,131.800,371.396B,126.300,396.696M,127.900,123.000,18.808M,126.800,126.390,126.900,126.855,614,125.760,"646,085",127.496,127.065,124.150,138.400,109.300,"126,900",57.639,0.100/0.100,1.520%,8.794/12.120,5.891%,3.310/3.467,0.258,HKD 14.430,+0.666,HKD 4.100,HKD 172.025
2018-06-08,0175,23.600,24.050,44.423M,23.760,24.110,213.280B,23.500,1.054B,24.000,21.610,96.319M,23.550,22.535,23.600,22.680,4791,22.348,"219,989",23.454,23.726,22.374,29.510,13.650,"23,600",61.635,0.050/0.050,7.713%,16.155/12.689,3.612%,1.229/1.545,2.135,RMB 1.190,+1.788,RMB 0.234,RMB 3.842
2018-06-08,0017,12.100,N/A,13.404M,12.420,12.420,126.841B,12.060,163.429M,12.180,11.120,29.047M,12.100,12.112,12.120,12.009,1284,11.568,"127,281",11.728,12.193,11.060,12.860,9.270,"12,100",68.734,0.020/0.020,1.340%,15.125/16.242,0.834%,3.884/3.876,1.607,HKD 0.800,+0.847,HKD 0.460,HKD 18.959
2018-06-08,1928,44.750,45.150,10.465M,44.950,47.600,363.187B,44.200,466.162M,45.150,44.000,136.521M,44.600,45.845,44.750,45.945,2401,44.054,"194,153",43.634,44.545,38.603,47.600,31.810,"17,900",47.720,0.050/0.050,-2.717%,28.721/23.282,4.490%,4.447/4.541,-0.605,USD 0.199,+0.889,USD 0.254,USD 0.562
2018-06-08,1997,60.400,61.900,1.470M,62.150,65.150,188.702B,60.100,89.279M,61.100,56.850,8.233M,60.400,61.325,60.450,60.968,564,57.049,"158,297",54.480,60.734,N/A,65.150,45.600,"60,400",59.313,0.050/0.050,3.691%,10.653/20.337,4.065%,/3.195,0.908,HKD 5.670,N/A,HKD 0.950,HKD 68.281
2018-06-08,0019,83.250,N/A,1.307M,83.200,83.200,75.313B,82.600,108.728M,83.200,75.000,33.109M,83.000,80.705,83.250,79.868,764,78.622,"142,314",77.705,83.189,76.247,83.200,70.750,"41,625",68.354,0.050/0.050,5.180%,4.801/--,2.363%,2.523/--,2.192,HKD 17.340,+0.443,HKD 2.100,HKD 168.470
2018-06-08,0001,90.050,90.950,4.105M,91.050,91.600,351.242B,89.600,370.711M,90.600,87.100,17.615M,90.000,89.300,90.050,89.405,1846,90.127,"200,819",94.004,90.307,96.009,106.050,87.100,"45,025",58.425,0.050/0.050,0.615%,9.896/9.101,3.653%,3.165/3.286,0.168,HKD 9.100,+0.519,HKD 2.850,HKD 111.481
2018-06-08,2007,17.240,17.300,53.180M,17.280,17.460,375.683B,16.940,911.064M,17.280,14.920,162.924M,17.220,16.154,17.240,16.164,5422,15.898,"168,031",15.558,17.132,12.922,18.853,7.885,"17,240",67.251,0.020/0.020,8.428%,11.436/10.103,2.770%,2.825/3.439,3.042,RMB 1.228,+1.714,RMB 0.400,RMB 4.402
2018-06-08,2018,127.100,132.800,8.869M,131.300,134.600,160.449B,127.100,1.138B,132.800,106.300,230.221M,127.100,118.920,127.300,116.460,3139,123.560,"362,666",134.365,128.312,130.803,183.300,91.950,"63,550",65.060,0.100/0.100,14.093%,23.801/17.463,20.478%,1.652/2.009,0.688,RMB 4.350,+1.481,RMB 1.681,RMB 14.362
2018-06-08,2318,78.500,79.850,40.095M,79.550,80.450,592.455B,78.000,3.155B,79.850,73.523,435.351M,78.450,76.776,78.500,76.817,7275,78.070,"433,729",81.938,78.688,70.774,97.373,47.205,"39,250",61.697,0.050/0.050,2.920%,12.815/12.866,12.543%,2.686/2.336,0.233,RMB 4.990,+1.500,RMB 1.500,RMB 25.894
2018-06-08,2319,28.700,29.450,8.709M,29.400,29.750,115.464B,28.400,250.824M,29.150,26.050,44.691M,28.650,27.860,28.700,27.510,1861,26.984,"134,779",26.028,28.801,21.670,29.750,14.352,"28,700",66.449,0.050/0.050,9.333%,44.447/28.304,4.269%,0.522/0.817,2.186,RMB 0.526,+0.767,RMB 0.120,RMB 5.756
2018-06-08,2382,168.300,170.800,5.153M,168.300,170.900,184.625B,166.100,868.124M,169.500,135.288,110.837M,168.200,159.554,168.300,153.916,4636,147.015,"187,257",135.130,168.470,117.276,170.900,61.688,"16,830",69.202,0.100/0.100,10.732%,51.393/35.307,25.386%,0.482/0.739,0.423,RMB 2.668,+1.733,RMB 0.661,RMB 6.826
2018-06-08,2388,39.950,40.200,6.935M,40.350,41.200,426.612B,39.850,277.240M,39.850,38.700,27.181M,39.950,39.705,40.000,40.083,1608,39.335,"172,413",39.531,39.977,38.366,42.150,33.035,"19,975",55.726,0.050/0.050,-0.498%,13.594/12.805,1.719%,3.499/3.655,-0.290,HKD 2.939,+0.732,HKD 1.398,HKD 22.959
2018-06-08,0023,32.650,33.350,"744,052",33.300,34.800,93.495B,32.550,24.394M,32.750,31.650,5.252M,32.600,32.560,32.650,33.030,547,32.939,"44,596",33.015,32.785,32.979,35.250,30.550,"6,530",53.872,0.050/0.050,-0.609%,10.171/16.744,0.886%,3.920/2.833,-0.687,HKD 3.210,+0.592,HKD 1.280,HKD 32.357
