Date,Open,High,Low,Close,Adj Close,Volume
2018-05-08,66.449997,67.000000,66.099998,67.000000,65.766045,3862477
2018-05-09,67.199997,67.650002,67.000000,67.150002,65.913284,4382148
2018-05-10,67.250000,67.750000,67.000000,67.000000,65.766045,3113450
2018-05-11,67.849998,68.550003,67.500000,68.199997,66.943939,5043615
2018-05-14,68.300003,70.000000,68.300003,69.500000,68.220001,4130420
2018-05-15,68.849998,68.849998,67.949997,67.949997,67.949997,3741724
2018-05-16,68.400002,68.400002,67.349998,67.800003,67.800003,3203948
2018-05-17,68.449997,68.449997,66.500000,66.900002,66.900002,2923086
2018-05-18,67.199997,67.199997,66.250000,66.699997,66.699997,2911724
2018-05-21,66.550003,67.650002,66.550003,67.250000,67.250000,4165817
2018-05-23,68.150002,68.150002,66.500000,67.050003,67.050003,5249297
2018-05-24,66.500000,67.250000,66.500000,67.150002,67.150002,3716014
2018-05-25,67.599998,67.599998,66.550003,66.900002,66.900002,1959529
2018-05-28,66.849998,66.849998,65.849998,66.099998,66.099998,3097912
2018-05-29,65.699997,66.000000,65.500000,65.750000,65.750000,3014929
2018-05-30,64.800003,65.300003,64.500000,65.000000,65.000000,5697139
2018-05-31,64.500000,66.300003,64.500000,65.500000,65.500000,10168541
2018-06-01,65.750000,66.050003,65.449997,65.699997,65.699997,4712911
2018-06-04,66.500000,66.699997,65.699997,66.599998,66.599998,3083345
2018-06-05,66.050003,67.300003,66.050003,66.949997,66.949997,2806016
2018-06-06,67.699997,67.699997,66.949997,67.250000,67.250000,4020918
2018-06-07,67.800003,67.800003,66.849998,67.250000,67.250000,5070202
2018-06-08,66.500000,67.199997,66.000000,66.300003,66.300003,7151514
