Date,Open,High,Low,Close,Adj Close,Volume
2018-05-08,58.250000,58.549999,58.250000,58.450001,56.450783,4186871
2018-05-09,58.450001,59.200001,58.400002,59.200001,57.175129,4426736
2018-05-10,59.200001,59.400002,58.650002,58.849998,56.837101,7135680
2018-05-11,59.299999,59.349998,58.799999,59.349998,57.320000,8577456
2018-05-14,56.049999,57.150002,56.049999,56.700001,56.700001,7660751
2018-05-15,56.700001,56.750000,55.900002,55.900002,55.900002,6671456
2018-05-16,55.900002,56.000000,55.299999,55.349998,55.349998,7326423
2018-05-17,55.700001,55.750000,54.349998,54.500000,54.500000,9883081
2018-05-18,54.799999,55.000000,54.549999,54.700001,54.700001,6713634
2018-05-21,54.900002,55.400002,54.900002,55.200001,55.200001,4271568
2018-05-23,55.400002,55.400002,54.700001,54.700001,54.700001,5282866
2018-05-24,55.000000,55.000000,54.700001,54.799999,54.799999,4362610
2018-05-25,55.000000,55.049999,54.799999,54.900002,54.900002,3894357
2018-05-28,55.000000,55.000000,54.849998,55.000000,55.000000,1943453
2018-05-29,54.799999,55.000000,54.599998,54.599998,54.599998,2577742
2018-05-30,54.500000,54.599998,54.000000,54.099998,54.099998,5041159
2018-05-31,54.099998,54.799999,54.099998,54.549999,54.549999,6611954
2018-06-01,54.950001,55.099998,54.650002,54.750000,54.750000,4589503
2018-06-04,54.900002,55.349998,54.750000,54.849998,54.849998,3289417
2018-06-05,54.750000,55.000000,54.700001,54.700001,54.700001,3337188
2018-06-06,54.950001,55.299999,54.700001,55.250000,55.250000,3630567
2018-06-07,55.500000,55.950001,55.400002,55.950001,55.950001,5937906
2018-06-08,56.000000,56.150002,55.450001,55.450001,55.450001,3288261
