Date,Open,High,Low,Close,Adj Close,Volume
2018-05-08,66.199997,66.800003,66.199997,66.550003,66.550003,4401702
2018-05-09,66.349998,67.400002,66.349998,67.000000,67.000000,3804513
2018-05-10,66.650002,67.150002,66.650002,66.949997,66.949997,4249156
2018-05-11,67.500000,68.099998,67.150002,67.650002,67.650002,4045151
2018-05-14,67.550003,68.800003,67.550003,68.650002,68.650002,3745990
2018-05-15,68.199997,68.650002,68.199997,68.300003,68.300003,4323421
2018-05-16,67.699997,68.099998,67.000000,67.750000,67.750000,3440484
2018-05-17,68.099998,68.099998,67.000000,67.349998,67.349998,3022282
2018-05-18,67.349998,67.750000,67.099998,67.349998,67.349998,2144432
2018-05-21,68.099998,69.550003,68.099998,68.800003,68.800003,5246716
2018-05-23,69.000000,69.699997,68.400002,69.349998,69.349998,6439053
2018-05-24,69.300003,70.400002,68.500000,70.099998,70.099998,5431440
2018-05-25,70.550003,70.849998,69.449997,69.750000,69.750000,5147663
2018-05-28,70.500000,70.500000,69.750000,70.000000,70.000000,2761552
2018-05-29,69.500000,69.900002,69.199997,69.500000,69.500000,4741586
2018-05-30,68.949997,69.199997,68.650002,68.949997,68.949997,6718817
2018-05-31,68.900002,69.400002,68.550003,69.400002,69.400002,10722302
2018-06-01,68.849998,70.949997,68.849998,70.400002,70.400002,8685004
2018-06-04,71.500000,72.550003,71.000000,72.400002,72.400002,7327803
2018-06-05,72.400002,73.250000,72.250000,72.900002,72.900002,5671811
2018-06-06,73.199997,73.300003,72.150002,72.400002,72.400002,5322527
2018-06-07,72.849998,73.849998,72.849998,73.650002,73.650002,5481535
2018-06-08,73.500000,74.199997,73.000000,73.300003,73.300003,4530189
