Date,Open,High,Low,Close,Adj Close,Volume
2018-05-08,13.140000,13.360000,13.020000,13.320000,13.320000,5478951
2018-05-09,13.300000,13.300000,13.060000,13.200000,13.200000,3355357
2018-05-10,13.100000,13.220000,13.060000,13.200000,13.200000,2945104
2018-05-11,13.220000,13.500000,13.200000,13.240000,13.240000,6614605
2018-05-14,13.300000,13.640000,13.300000,13.640000,13.640000,5087386
2018-05-15,13.780000,13.880000,13.700000,13.720000,13.720000,5703736
2018-05-16,13.660000,13.820000,13.480000,13.660000,13.660000,4220147
2018-05-17,13.620000,13.800000,13.300000,13.380000,13.380000,5022627
2018-05-18,13.500000,13.700000,13.440000,13.600000,13.600000,3921512
2018-05-21,13.720000,13.780000,13.560000,13.640000,13.640000,2991988
2018-05-23,13.540000,13.600000,13.320000,13.360000,13.360000,4377313
2018-05-24,13.200000,13.460000,13.200000,13.320000,13.320000,4724003
2018-05-25,13.300000,13.560000,13.280000,13.500000,13.500000,3017676
2018-05-28,13.500000,13.600000,13.340000,13.560000,13.560000,1908782
2018-05-29,13.440000,13.500000,13.280000,13.380000,13.380000,2829323
2018-05-30,13.260000,13.340000,13.040000,13.060000,13.060000,7053117
2018-05-31,13.100000,13.580000,13.060000,13.580000,13.580000,13353863
2018-06-01,13.480000,13.700000,13.460000,13.700000,13.700000,5749303
2018-06-04,13.700000,13.960000,13.600000,13.960000,13.960000,5591357
2018-06-05,13.960000,14.340000,13.880000,14.140000,14.140000,9047680
2018-06-06,14.260000,14.280000,13.820000,14.000000,14.000000,7807633
2018-06-07,14.180000,14.180000,13.820000,14.140000,14.140000,8029141
2018-06-08,14.000000,14.360000,13.940000,14.140000,14.140000,7996584
