Date,Open,High,Low,Close,Adj Close,Volume
2018-05-08,17.139999,17.379999,17.139999,17.320000,16.760372,3387820
2018-05-09,17.320000,17.400000,17.160000,17.360001,16.799080,3493907
2018-05-10,17.379999,17.600000,17.379999,17.480000,16.915201,3258628
2018-05-11,17.639999,17.959999,17.540001,17.879999,17.302277,6111707
2018-05-14,17.959999,18.360001,17.959999,18.240000,17.650646,7021059
2018-05-15,18.260000,18.299999,18.040001,18.139999,17.553877,4681194
2018-05-16,17.959999,18.240000,17.900000,18.160000,17.573231,3737523
2018-05-17,18.160000,18.299999,17.920000,18.000000,17.418400,5372771
2018-05-18,18.100000,18.320000,17.980000,18.299999,17.708706,3727752
2018-05-21,18.480000,19.160000,18.440001,18.900000,18.289320,17817908
2018-05-23,18.879999,18.879999,18.320000,18.320000,17.728060,10886767
2018-05-24,18.299999,18.440001,18.120001,18.240000,17.650646,4139427
2018-05-25,18.139999,18.320000,18.080000,18.219999,17.631292,4155271
2018-05-28,18.379999,18.400000,18.100000,18.200001,17.611938,2341282
2018-05-29,18.219999,18.219999,17.900000,17.980000,17.399046,5898527
2018-05-30,17.760000,17.840000,17.540001,17.620001,17.050680,5581256
2018-05-31,17.840000,17.900000,17.700001,17.900000,17.321630,8411330
2018-06-01,17.879999,17.980000,17.820000,17.820000,17.244217,9009822
2018-06-04,18.020000,18.160000,17.879999,18.059999,17.476461,3735654
2018-06-05,18.200001,18.200001,18.000000,18.139999,17.553877,3331063
2018-06-06,18.200001,18.360001,18.100000,18.260000,17.670000,4213190
2018-06-07,17.620001,17.799999,17.500000,17.559999,17.559999,3870155
2018-06-08,17.580000,17.580000,17.200001,17.219999,17.219999,4379834
