Date,Open,High,Low,Close,Adj Close,Volume
2018-05-08,6.870000,6.990000,6.810000,6.930000,6.930000,11595493
2018-05-09,6.910000,7.100000,6.900000,7.080000,7.080000,16627149
2018-05-10,7.080000,7.160000,6.990000,7.140000,7.140000,10526876
2018-05-11,7.240000,7.240000,7.110000,7.200000,7.200000,12649569
2018-05-14,7.250000,7.280000,7.150000,7.260000,7.260000,12342490
2018-05-15,7.270000,7.340000,7.190000,7.240000,7.240000,15035919
2018-05-16,7.180000,7.360000,7.150000,7.340000,7.340000,15689576
2018-05-17,7.310000,7.370000,7.210000,7.270000,7.270000,11394390
2018-05-18,7.270000,7.300000,7.170000,7.190000,7.190000,11259639
2018-05-21,7.150000,7.200000,7.090000,7.110000,7.110000,10237919
2018-05-23,7.030000,7.300000,7.030000,7.100000,7.100000,13370741
2018-05-24,7.000000,7.180000,6.900000,7.130000,7.130000,11207503
2018-05-25,7.150000,7.250000,7.050000,7.160000,7.160000,8404689
2018-05-28,7.120000,7.280000,7.100000,7.220000,7.220000,6408529
2018-05-29,7.280000,7.700000,7.180000,7.560000,7.560000,26952606
2018-05-30,7.480000,7.630000,7.420000,7.480000,7.480000,20010583
2018-05-31,7.770000,7.780000,7.440000,7.780000,7.780000,41516894
2018-06-01,7.770000,7.810000,7.590000,7.680000,7.680000,16796769
2018-06-04,7.800000,7.820000,7.630000,7.820000,7.820000,13623203
2018-06-05,7.710000,7.840000,7.350000,7.430000,7.430000,43958648
2018-06-06,7.520000,8.140000,7.520000,7.900000,7.900000,44132275
2018-06-07,8.100000,8.180000,7.900000,8.110000,8.110000,18691984
2018-06-08,8.000000,8.050000,7.730000,7.790000,7.790000,12333803
