Date,Open,High,Low,Close,Adj Close,Volume
2018-05-08,123.400002,125.000000,123.000000,125.000000,125.000000,2800473
2018-05-09,124.900002,125.000000,123.699997,124.900002,124.900002,2700145
2018-05-10,124.400002,125.699997,124.400002,125.599998,125.599998,1761370
2018-05-11,127.300003,129.199997,126.599998,127.000000,127.000000,5171780
2018-05-14,127.300003,130.500000,127.300003,129.399994,129.399994,5022832
2018-05-15,131.300003,131.800003,129.000000,129.000000,129.000000,4468446
2018-05-16,128.000000,129.199997,126.300003,128.199997,128.199997,4401722
2018-05-17,130.000000,130.000000,126.400002,127.400002,127.400002,3741777
2018-05-18,128.500000,128.699997,126.900002,127.400002,127.400002,3189489
2018-05-21,128.800003,129.300003,127.900002,128.300003,128.300003,3698904
2018-05-23,127.199997,127.900002,125.099998,125.400002,125.400002,5422295
2018-05-24,123.400002,125.699997,123.400002,125.500000,125.500000,3987164
2018-05-25,125.000000,125.699997,124.400002,125.000000,125.000000,3339881
2018-05-28,125.800003,126.800003,124.500000,125.500000,125.500000,1816752
2018-05-29,125.400002,126.500000,124.500000,125.800003,125.800003,2711212
2018-05-30,123.099998,126.300003,123.099998,125.300003,125.300003,4372786
2018-05-31,124.500000,126.800003,124.500000,126.599998,126.599998,15420550
2018-06-01,126.900002,126.900002,125.800003,125.800003,125.800003,2132400
2018-06-04,127.500000,127.699997,126.400002,127.199997,127.199997,2047877
2018-06-05,127.900002,128.399994,126.599998,126.699997,126.699997,2488803
2018-06-06,126.500000,128.600006,126.500000,127.800003,127.800003,2124755
2018-06-07,128.300003,128.800003,127.800003,128.199997,128.199997,2073350
2018-06-08,127.900002,128.199997,126.300003,126.900002,126.900002,3122090
