Date,Open,High,Low,Close,Adj Close,Volume
2018-05-08,13.480000,13.500000,13.120000,13.220000,12.929664,55378921
2018-05-09,13.340000,13.560000,13.340000,13.520000,13.223075,43703858
2018-05-10,13.760000,14.040000,13.740000,13.900000,13.594728,113141191
2018-05-11,13.940000,13.980000,13.700000,13.860000,13.555608,58031551
2018-05-14,14.000000,14.000000,13.660000,13.980000,13.672972,68631593
2018-05-15,14.000000,14.100000,13.940000,14.040000,13.731654,56198782
2018-05-16,14.180000,14.240000,13.880000,14.240000,13.927262,66654824
2018-05-17,14.320000,14.360000,13.980000,13.980000,13.672972,52281295
2018-05-18,14.040000,14.500000,14.000000,14.460000,14.142430,84672044
2018-05-21,14.500000,14.640000,14.480000,14.520000,14.201114,73729958
2018-05-23,14.560000,14.560000,13.620000,13.640000,13.340440,127962836
2018-05-24,13.680000,13.780000,13.520000,13.600000,13.301318,90427876
2018-05-25,13.400000,13.460000,13.060000,13.120000,12.831860,95751234
2018-05-28,12.840000,13.000000,12.500000,13.000000,12.714495,134342293
2018-05-29,12.800000,13.020000,12.720000,12.780000,12.499327,54705539
2018-05-30,12.700000,12.920000,12.640000,12.880000,12.597131,78911768
2018-05-31,13.260000,13.300000,13.000000,13.200000,12.910103,124819769
2018-06-01,13.300000,13.700000,13.180000,13.700000,13.399121,189910247
2018-06-04,13.680000,13.800000,13.480000,13.600000,13.301318,78662701
2018-06-05,13.460000,13.680000,13.240000,13.600000,13.301318,77356223
2018-06-06,13.540000,13.760000,13.460000,13.660000,13.360000,66830757
2018-06-07,13.520000,13.600000,13.380000,13.460000,13.460000,66626819
2018-06-08,13.540000,13.560000,13.120000,13.200000,13.200000,81400028
