Date,Open,High,Low,Close,Adj Close,Volume
2018-05-08,7.980000,7.980000,7.680000,7.710000,7.319126,121071315
2018-05-09,7.810000,7.960000,7.800000,7.880000,7.480507,159917804
2018-05-10,7.920000,8.160000,7.920000,8.000000,7.594423,169476159
2018-05-11,8.150000,8.200000,8.050000,8.130000,7.717833,139339510
2018-05-14,8.150000,8.240000,8.110000,8.220000,7.803270,142414245
2018-05-15,8.200000,8.240000,8.030000,8.100000,7.689354,132694293
2018-05-16,7.970000,8.080000,7.910000,8.050000,7.641889,112861591
2018-05-17,8.140000,8.150000,8.020000,8.020000,7.613410,107653284
2018-05-18,7.980000,8.290000,7.980000,8.210000,7.793777,167580347
2018-05-21,8.270000,8.350000,8.180000,8.200000,7.784284,138600951
2018-05-23,8.200000,8.200000,7.700000,7.700000,7.309632,281911994
2018-05-24,7.720000,7.980000,7.720000,7.890000,7.490000,188681122
2018-05-25,7.400000,7.400000,7.250000,7.320000,7.320000,130310912
2018-05-28,7.230000,7.420000,7.030000,7.340000,7.340000,215623942
2018-05-29,7.400000,7.470000,7.220000,7.250000,7.250000,105666647
2018-05-30,7.100000,7.270000,7.100000,7.230000,7.230000,158051339
2018-05-31,7.450000,7.680000,7.440000,7.670000,7.670000,329746432
2018-06-01,7.750000,7.770000,7.540000,7.690000,7.690000,239644169
2018-06-04,7.650000,7.810000,7.650000,7.790000,7.790000,139399692
2018-06-05,7.750000,7.750000,7.510000,7.590000,7.590000,186218895
2018-06-06,7.500000,7.670000,7.500000,7.550000,7.550000,95342009
2018-06-07,7.620000,7.630000,7.500000,7.620000,7.620000,112253818
2018-06-08,7.620000,7.700000,7.430000,7.470000,7.470000,125706618
