Date,Open,High,Low,Close,Adj Close,Volume
2018-05-08,61.900002,62.450001,61.849998,62.450001,60.753586,9960639
2018-05-09,62.450001,62.500000,62.049999,62.299999,60.607658,1073341
2018-05-10,62.750000,63.049999,62.549999,62.599998,60.899506,2289548
2018-05-11,62.700001,63.099998,62.700001,62.950001,61.240002,2694309
2018-05-14,61.599998,61.799999,61.099998,61.599998,61.599998,2458622
2018-05-15,61.599998,61.599998,60.900002,60.900002,60.900002,2430257
2018-05-16,60.799999,60.950001,60.299999,60.500000,60.500000,2278233
2018-05-17,61.000000,61.000000,60.000000,60.150002,60.150002,2534873
2018-05-18,60.200001,60.299999,59.599998,59.799999,59.799999,3340807
2018-05-21,59.950001,60.049999,59.599998,59.650002,59.650002,2379623
2018-05-23,59.599998,60.000000,59.250000,59.250000,59.250000,2821782
2018-05-24,59.299999,60.200001,59.099998,59.849998,59.849998,3561510
2018-05-25,60.000000,60.049999,59.750000,59.750000,59.750000,2492676
2018-05-28,60.000000,60.200001,59.549999,59.650002,59.650002,1151703
2018-05-29,59.700001,60.049999,59.500000,59.599998,59.599998,1060230
2018-05-30,59.200001,59.599998,58.700001,59.099998,59.099998,2955105
2018-05-31,59.099998,59.500000,58.849998,59.200001,59.200001,3046839
2018-06-01,59.250000,59.299999,58.750000,59.000000,59.000000,2334237
2018-06-04,59.799999,59.799999,59.299999,59.549999,59.549999,1757505
2018-06-05,59.799999,59.849998,59.200001,59.200001,59.200001,1325924
2018-06-06,59.599998,59.599998,59.349998,59.549999,59.549999,1372794
2018-06-07,59.599998,59.750000,59.349998,59.750000,59.750000,1710715
2018-06-08,60.000000,60.200001,59.400002,59.400002,59.400002,1818692
