Date,Open,High,Low,Close,Adj Close,Volume
2018-05-08,21.600000,22.900000,21.250000,21.400000,21.270304,56084625
2018-05-09,21.450001,21.650000,20.850000,21.400000,21.270304,45599351
2018-05-10,21.650000,21.900000,21.049999,21.250000,21.121212,33990800
2018-05-11,21.600000,22.049999,21.000000,21.100000,20.972122,40618364
2018-05-14,21.400000,22.049999,21.200001,22.000000,21.866667,40209861
2018-05-15,22.200001,23.450001,22.000000,22.950001,22.810909,62944426
2018-05-16,22.799999,23.200001,22.350000,22.799999,22.661818,28275221
2018-05-17,23.049999,23.799999,22.750000,23.350000,23.208485,41657221
2018-05-18,23.400000,23.799999,22.900000,23.750000,23.606060,32659629
2018-05-21,23.650000,23.950001,23.400000,23.799999,23.655758,35917539
2018-05-23,23.799999,23.950001,23.049999,23.299999,23.158787,33148888
2018-05-24,23.500000,23.650000,22.750000,23.500000,23.357576,24687322
2018-05-25,23.600000,25.400000,23.350000,25.100000,24.947880,62644532
2018-05-28,25.400000,26.750000,24.900000,26.049999,25.892120,46919593
2018-05-29,26.000000,26.600000,24.400000,24.750000,24.600000,47739076
2018-05-30,24.000000,25.049999,23.600000,24.350000,24.350000,61328799
2018-05-31,24.850000,24.900000,24.250000,24.549999,24.549999,95016115
2018-06-01,24.700001,24.750000,23.850000,24.750000,24.750000,151397992
2018-06-04,24.900000,25.600000,24.799999,25.549999,25.549999,78896841
2018-06-05,25.750000,26.000000,24.950001,26.000000,26.000000,34377205
2018-06-06,26.000000,26.549999,25.549999,25.650000,25.650000,28188489
2018-06-07,25.549999,26.100000,24.799999,24.900000,24.900000,34607722
2018-06-08,24.299999,25.200001,24.200001,24.400000,24.400000,40349572
