Date,Symbol,Nominal price,High,Share Tr,Prev Close,1 Month High,MKT Cap,Low,Turnover,Open,1 Month Low,Short Sell,Bid,10-D SMA,Ask,20-D SMA,No of Tr,50-D SMA,Amount/T,100-D SMA,VWAP,250-D SMA,52-W High,52-W Low,Admission Fee,14-D RSI,Spread,10-D R. of Return,P/E Ratio/Est.,Rate of Risk,% Yld/Est.,Risk Return Rate,EPS,Beta,DPS,NBV Per Share
2018-06-07,1398,6.710,6.740,254.443M,6.610,7.000,573.709B,6.630,1.704B,6.660,6.370,102.857M,6.700,6.571,6.710,6.687,5579,6.731,"305,398",6.834,6.697,6.197,7.640,4.830,"6,710",45.988,0.010/0.010,0.902%,6.931/6.442,0.659%,4.483/4.748,1.369,RMB 0.790,+1.370,RMB 0.241,RMB 5.969
2018-06-07,0144,17.560,17.800,3.870M,17.670,18.570,57.916B,17.500,68.193M,17.620,16.490,7.616M,17.560,17.454,17.580,17.471,848,17.089,"80,416",17.883,17.621,20.065,25.240,16.370,"35,120",56.304,0.020/0.020,-0.510%,9.549/11.149,2.380%,12.301/3.986,-0.214,HKD 1.839,+0.779,HKD 2.160,HKD 22.409
2018-06-07,0151,8.110,N/A,18.692M,7.900,8.140,98.349B,7.900,150.340M,8.100,6.740,23.804M,8.100,7.516,8.110,7.355,2760,6.898,"54,471",6.725,8.043,6.086,8.140,4.926,"8,110",65.880,0.010/0.010,13.745%,26.773/23.721,0.712%,2.408/2.010,19.304,RMB 0.309,+0.527,RMB 0.199,RMB 1.163
2018-06-07,0016,128.200,128.800,2.073M,127.800,131.800,370.234B,127.800,265.886M,128.300,122.500,51.804M,128.200,126.120,128.300,126.690,790,125.758,"336,565",127.546,128.261,124.094,138.400,109.300,"128,200",56.285,0.100/0.100,2.151%,8.884/12.245,5.899%,3.276/3.432,0.365,HKD 14.430,+0.675,HKD 4.100,HKD 172.025
2018-06-07,0175,24.050,24.200,71.570M,23.250,24.400,208.702B,23.600,1.715B,23.600,20.850,22.198M,24.000,22.690,24.050,22.910,6306,22.662,"272,036",23.773,23.963,22.625,29.800,13.940,"24,050",55.202,0.050/0.050,5.947%,16.493/12.955,3.655%,1.206/1.513,1.627,RMB 1.190,+1.754,RMB 0.234,RMB 3.842
2018-06-07,0017,12.420,N/A,18.171M,12.280,12.300,125.411B,12.200,224.295M,12.300,11.040,48.117M,12.420,12.064,12.440,11.952,1108,11.549,"202,433",11.727,12.344,11.049,12.860,9.270,"12,420",65.456,0.020/0.020,4.020%,15.525/16.671,0.831%,3.784/3.776,4.838,HKD 0.800,+0.859,HKD 0.460,HKD 18.959
2018-06-07,1928,44.950,45.350,18.118M,44.950,47.600,363.187B,44.600,812.310M,45.200,44.000,147.202M,44.900,45.980,44.950,45.943,3205,44.008,"253,451",43.583,44.834,38.555,47.600,31.810,"17,980",47.720,0.050/0.050,-2.916%,28.844/23.381,4.486%,4.427/4.521,-0.650,USD 0.199,+0.889,USD 0.254,USD 0.562
2018-06-07,1997,62.150,63.250,1.943M,62.650,65.150,190.220B,61.350,120.491M,63.250,56.350,17.828M,62.100,60.915,62.150,60.845,733,56.837,"164,381",54.379,62.013,N/A,65.150,45.600,"62,150",61.623,0.050/0.050,7.063%,10.961/20.926,4.007%,/3.105,1.763,HKD 5.670,N/A,HKD 0.950,HKD 68.281
2018-06-07,0019,83.200,N/A,1.561M,82.450,82.500,74.634B,82.300,129.365M,82.800,74.900,29.147M,83.200,80.320,83.250,79.570,864,78.554,"149,728",77.642,82.873,76.215,82.500,70.750,"41,600",65.888,0.050/0.050,4.852%,4.798/--,2.322%,2.524/--,2.090,HKD 17.340,+0.442,HKD 2.100,HKD 168.470
2018-06-07,0001,91.050,91.450,5.296M,90.350,91.600,348.541B,90.650,482.449M,90.650,87.100,24.377M,91.050,89.140,91.100,89.339,2090,90.187,"230,837",94.066,91.097,96.037,106.050,87.100,"45,525",54.590,0.050/0.050,1.789%,10.005/9.202,3.642%,3.130/3.250,0.491,HKD 9.100,+0.519,HKD 2.850,HKD 111.481
2018-06-07,2007,17.280,N/A,40.050M,17.220,17.340,374.379B,17.200,692.616M,17.420,14.920,142.803M,17.260,16.022,17.280,16.092,5480,15.875,"126,390",15.556,17.294,12.890,18.853,7.885,"17,280",66.706,0.020/0.020,8.271%,11.483/10.145,2.766%,2.818/3.425,2.990,RMB 1.228,+1.718,RMB 0.400,RMB 4.402
2018-06-07,2018,131.300,N/A,9.980M,130.200,130.200,159.104B,129.600,1.316B,132.000,105.900,269.950M,131.200,117.240,131.300,115.685,4502,124.024,"292,407",134.490,131.864,130.631,183.300,91.950,"65,650",64.126,0.100/0.100,14.672%,24.632/18.072,20.640%,1.599/1.941,0.711,RMB 4.350,+1.481,RMB 1.681,RMB 14.362
2018-06-07,2318,79.550,N/A,68.835M,77.873,78.873,579.964B,78.750,5.494B,78.850,72.223,833.545M,79.550,76.468,79.600,76.613,8518,78.204,"644,930",81.971,79.814,70.646,97.373,47.205,"39,775",54.450,0.050/0.050,4.024%,13.010/13.062,12.614%,2.651/2.301,0.319,RMB 4.990,+1.498,RMB 1.500,RMB 25.894
2018-06-07,2319,29.400,N/A,13.531M,28.800,29.100,113.108B,28.600,397.100M,28.700,25.402,53.632M,29.400,27.560,29.450,27.413,2193,26.872,"181,076",25.967,29.347,21.615,29.100,14.352,"29,400",62.925,0.050/0.050,11.364%,45.612/29.046,4.259%,0.510/0.796,2.668,RMB 0.526,+0.760,RMB 0.120,RMB 5.756
2018-06-07,2382,168.300,170.000,4.718M,168.000,170.900,184.296B,165.500,791.016M,170.000,126.788,119.902M,168.200,157.673,168.300,152.560,6363,146.843,"124,315",134.462,167.659,116.841,170.900,61.688,"16,830",68.993,0.100/0.100,12.584%,51.486/35.370,25.440%,0.482/0.738,0.495,RMB 2.668,+1.733,RMB 0.661,RMB 6.826
2018-06-07,2388,40.350,40.400,8.836M,39.800,41.200,420.797B,39.650,354.264M,39.950,38.700,30.161M,40.300,39.675,40.350,40.103,1973,39.328,"179,556",39.526,40.093,38.339,42.150,33.035,"20,175",49.991,0.050/0.050,0.749%,13.731/12.933,1.742%,3.465/3.618,0.430,HKD 2.939,+0.730,HKD 1.398,HKD 22.959
2018-06-07,0023,33.300,33.300,1.084M,33.100,34.800,92.933B,32.950,36.015M,33.150,31.650,6.978M,33.250,32.500,33.300,33.060,779,32.945,"46,233",33.015,33.224,32.972,35.250,30.550,"6,660",51.824,0.050/0.050,1.835%,10.374/17.077,0.891%,3.844/2.778,2.059,HKD 3.210,+0.591,HKD 1.280,HKD 32.357
2018-06-07,2628,23.050,N/A,35.241M,22.800,23.100,169.659B,22.900,813.398M,23.000,21.450,87.171M,23.000,22.195,23.050,22.330,2361,22.067,"344,514",23.186,23.081,24.173,28.200,21.100,"23,050",61.434,0.050/0.050,4.535%,16.646/14.537,1.498%,2.152/2.605,3.027,RMB 1.130,+1.092,RMB 0.400,RMB 11.355
2018-06-07,0267,12.040,12.120,13.827M,12.060,12.160,350.829B,11.980,166.263M,12.120,11.100,15.808M,12.020,11.688,12.040,11.794,1161,11.539,"143,207",11.563,12.025,11.558,12.800,10.700,"12,040",59.943,0.020/0.020,3.436%,7.974/7.253,0.366%,2.990/3.106,9.389,HKD 1.510,+0.797,HKD 0.360,HKD 18.939
2018-06-07,0027,64.950,66.250,16.795M,65.900,71.050,284.580B,64.550,1.095B,66.200,64.100,72.305M,64.950,67.915,65.000,68.088,3233,69.318,"338,675",67.799,65.198,58.055,73.850,43.160,"64,950",41.017,0.050/0.050,-5.390%,26.499/22.631,9.041%,1.139/1.326,-0.596,HKD 2.451,+1.038,HKD 0.740,HKD 12.878
2018-06-07,0288,8.060,8.130,31.456M,7.910,8.810,116.082B,8.010,253.558M,8.090,7.660,24.372M,8.050,8.034,8.060,8.043,2945,8.089,"86,098",8.558,8.061,8.065,9.680,6.990,"4,030",46.147,0.010/0.010,-1.587%,13.186/12.376,0.630%,3.350/3.602,-2.520,USD 0.078,+0.705,USD 0.034,USD 0.508
2018-06-07,0002,83.150,N/A,3.457M,82.200,82.650,207.674B,82.050,286.673M,82.400,79.740,22.952M,83.100,81.778,83.150,81.484,1274,80.566,"225,018",78.705,82.925,78.648,82.650,73.300,"41,575",56.417,0.050/0.050,1.353%,14.743/15.257,1.768%,3.524/3.583,0.765,HKD 5.640,+0.243,HKD 2.910,HKD 43.024
2018-06-07,3328,6.440,N/A,61.445M,6.320,6.430,221.275B,6.300,394.238M,6.330,6.120,36.798M,6.440,6.266,6.450,6.298,1877,6.272,"210,036",6.329,6.416,5.998,7.130,5.439,"6,440",52.501,0.010/0.010,2.385%,5.775/5.651,0.316%,5.540/5.518,7.547,RMB 0.910,+0.891,RMB 0.286,RMB 9.037
2018-06-07,0386,7.620,7.630,112.254M,7.550,7.859,192.626B,7.500,849.896M,7.620,7.030,202.006M,7.620,7.483,7.630,7.522,4736,7.113,"179,454",6.543,7.571,5.793,7.859,4.909,"15,240",55.333,0.010/0.010,2.987%,14.701/11.958,0.759%,8.138/5.950,3.935,RMB 0.423,+1.018,RMB 0.500,RMB 5.997
2018-06-07,0388,263.400,265.400,9.787M,258.600,267.400,322.412B,260.800,2.580B,261.200,250.200,222.801M,263.200,257.260,263.400,258.850,6011,256.841,"429,194",268.550,263.615,236.819,303.150,192.200,"26,340",50.816,0.200/0.200,1.152%,43.682/34.364,29.588%,2.050/2.598,0.039,HKD 6.030,+1.404,HKD 5.400,HKD 30.063
2018-06-07,3988,4.250,4.260,311.308M,4.190,4.300,350.377B,4.200,1.319B,4.210,4.050,120.418M,4.240,4.147,4.250,4.180,4620,4.191,"285,566",4.278,4.237,4.027,4.960,3.568,"4,250",51.340,0.010/0.010,2.163%,6.193/5.686,0.256%,5.174/5.478,8.451,RMB 0.560,+1.094,RMB 0.176,RMB 5.082
2018-06-07,0003,17.280,17.380,29.662M,17.340,17.380,242.546B,17.180,511.253M,17.340,16.480,72.807M,17.260,17.098,17.280,17.018,2951,16.564,"173,247",15.992,17.236,15.291,17.380,14.280,"17,280",70.842,0.020/0.020,1.290%,29.388/29.288,0.749%,2.025/2.060,1.722,HKD 0.588,+0.258,HKD 0.350,HKD 4.321
2018-06-07,0005,77.250,77.450,18.400M,76.500,78.250,"1,558.697B",76.750,1.419B,76.850,74.220,18.204M,77.250,76.380,77.300,76.691,3176,75.637,"446,713",77.358,77.120,74.409,83.582,63.572,"30,900",51.007,0.050/0.050,-0.387%,20.510/14.064,4.005%,5.156/5.180,-0.097,USD 0.480,+0.693,USD 0.510,USD 9.362
2018-06-07,0066,44.850,44.900,2.940M,44.600,45.900,268.014B,44.550,131.636M,44.600,42.730,16.075M,44.750,44.170,44.850,44.531,1328,43.267,"99,123",42.799,44.774,43.629,45.930,39.680,"22,425",56.972,0.050/0.050,2.397%,15.848/26.290,1.390%,2.497/2.531,1.725,HKD 2.830,+0.373,HKD 1.120,HKD 27.681
2018-06-07,0688,29.000,N/A,27.122M,28.450,28.800,311.704B,28.300,779.116M,28.800,25.300,150.528M,28.950,26.785,29.000,26.975,2681,26.917,"290,607",27.799,28.726,26.161,32.200,22.150,"58,000",65.340,0.050/0.050,9.023%,7.796/7.796,1.990%,2.759/3.207,4.534,HKD 3.720,+1.156,HKD 0.800,HKD 24.251
2018-06-07,0006,55.950,55.950,5.938M,55.250,57.370,117.918B,55.400,330.795M,55.500,54.000,30.619M,55.900,54.750,55.950,55.293,1947,56.977,"169,900",58.065,55.708,58.123,65.920,51.500,"27,975",46.448,0.050/0.050,2.099%,14.346/15.126,2.652%,29.133/5.156,0.791,HKD 3.900,+0.315,HKD 16.300,HKD 44.784
2018-06-07,0700,429.200,N/A,24.689M,425.000,425.000,"4,039.067B",425.800,10.571B,431.000,374.520,900.202M,429.200,407.640,429.400,406.142,16377,403.885,"645,458",424.976,428.166,373.768,475.720,259.520,"42,920",63.917,0.200/0.200,5.455%,46.098/40.352,57.130%,0.205/0.237,0.095,RMB 7.598,+1.489,RMB 0.708,RMB 26.958
2018-06-07,0762,10.860,10.960,25.453M,10.840,11.440,331.684B,10.800,276.376M,10.840,10.520,26.341M,10.840,10.884,10.860,10.944,1851,10.526,"149,312",10.494,10.858,10.941,13.176,9.136,"21,720",50.855,0.020/0.020,-3.036%,126.606/29.541,0.635%,0.594/1.332,-4.781,RMB 0.070,+0.855,RMB 0.052,RMB 9.937
2018-06-07,0823,73.650,N/A,5.482M,72.400,73.300,155.664B,72.850,402.152M,72.850,66.200,28.548M,73.600,70.580,73.650,69.248,2218,68.297,"181,313",68.315,73.359,65.710,75.000,56.785,"36,825",67.488,0.050/0.050,5.064%,3.392/27.688,4.004%,3.391/3.728,1.265,HKD 21.710,+0.414,HKD 2.498,N/A
2018-06-07,0836,15.840,15.980,4.746M,15.880,16.300,76.390B,15.740,75.036M,15.900,14.880,26.754M,15.820,15.878,15.840,15.625,648,14.935,"115,797",14.423,15.810,14.546,16.300,12.820,"31,680",59.531,0.020/0.020,-0.752%,16.330/11.077,0.616%,5.524/5.518,-1.221,HKD 0.970,+0.458,HKD 0.875,HKD 15.636
2018-06-07,0083,14.140,14.180,8.029M,14.000,14.340,92.443B,13.820,112.704M,14.180,12.960,15.182M,14.120,13.620,14.140,13.542,980,13.296,"115,004",13.481,14.037,12.968,14.480,11.460,"28,280",59.714,0.020/0.020,6.156%,11.882/9.819,0.668%,6.931/3.748,9.216,HKD 1.190,+0.848,HKD 0.530,HKD 20.323
2018-06-07,0857,6.590,N/A,154.715M,6.560,6.580,138.409B,6.540,1.021B,6.570,5.580,257.652M,6.580,6.377,6.590,6.272,3504,5.865,"291,431",5.772,6.599,5.338,6.660,4.639,"13,180",62.344,0.010/0.010,5.609%,44.815/19.138,0.470%,2.446/2.659,11.934,RMB 0.120,+0.847,RMB 0.130,RMB 6.521
2018-06-07,0883,13.460,13.600,66.627M,13.360,14.340,596.490B,13.380,898.772M,13.520,12.200,156.324M,13.460,13.014,13.480,13.364,3457,12.568,"259,986",12.015,13.490,10.398,14.340,7.950,"13,460",55.424,0.020/0.020,1.203%,19.971/11.095,1.669%,3.715/4.570,0.721,RMB 0.550,+0.791,RMB 0.402,RMB 8.511
2018-06-07,0939,8.250,8.280,370.290M,8.140,8.500,"1,956.997B",8.170,3.047B,8.230,7.800,614.369M,8.240,8.037,8.250,8.112,8217,8.096,"370,845",8.212,8.229,7.277,9.390,5.910,"8,250",52.363,0.010/0.010,2.104%,7.013/6.443,0.832%,4.406/4.753,2.529,RMB 0.960,+1.381,RMB 0.291,RMB 7.119
2018-06-07,0941,73.200,N/A,14.217M,72.550,73.418,"1,485.496B",72.650,1.040B,72.700,69.600,104.493M,73.200,71.480,73.250,71.772,3829,71.495,"271,685",73.078,73.152,75.816,83.195,68.068,"36,600",56.142,0.050/0.050,0.826%,10.705/9.989,3.362%,8.750/4.856,0.246,RMB 5.580,+0.510,RMB 5.508,RMB 48.137
