Date,Symbol,Nominal price,Previous Close,Open,Bid,Ask,Day's Range,52 Week Range,Volume,Avg. Volume,Market Cap,Beta,PE Ratio (TTM),EPS (TTM),Earnings Date,Forward Dividend & Yield,Ex-Dividend Date,1y Target Est
2018-06-07,3988,4.250,4.190,4.210,4.240 x 0,4.250 x 0,4.200 - 4.260,3.570 - 4.960,"311,307,942","291,221,470",1.429T,1.35,6.33,0.600,N/A,0.22 (5.23%),2018-07-05,4.32
2018-06-07,0003,17.280,17.340,17.340,17.260 x 0,17.280 x 0,17.180 - 17.380,14.400 - 17.380,"29,661,541","13,450,241",241.706B,0.51,29.39,0.588,"Aug 20, 2018",0.35 (2.16%),2018-06-08,14.50
2018-06-07,0005,77.250,76.500,76.850,77.250 x 0,77.300 x 0,76.750 - 77.450,67.550 - 86.000,"18,399,594","18,221,105",1.553T,0.92,20.60,3.751,N/A,3.99 (5.23%),2018-02-22,86.38
2018-06-07,0066,44.850,44.600,44.600,44.750 x 0,44.850 x 0,44.550 - 44.900,40.550 - 46.800,"2,939,882","3,981,508",269.501B,0.47,25.78,1.740,"Aug 7, 2018",1.12 (2.46%),2018-05-18,45.16
2018-06-07,0688,29.000,28.450,28.800,28.950 x 0,29.000 x 0,28.300 - 29.000,22.500 - 32.200,"27,122,429","14,270,910",317.73B,1.38,7.80,3.720,"Aug 20, 2018",0.80 (3.11%),2018-06-13,33.38
2018-06-07,0006,55.950,55.250,55.500,55.900 x 0,55.950 x 0,55.400 - 55.950,54.000 - 78.800,"5,937,906","6,260,915",119.412B,0.52,14.35,3.900,"Jul 18, 2018",N/A (N/A),2018-05-14,65.42
2018-06-07,0700,429.200,425.000,431.000,429.200 x 0,429.400 x 0,425.800 - 431.600,260.400 - 476.600,"24,688,648","29,419,729",4.049T,1.10,47.12,9.109,"Aug 14, 2018",0.88 (0.22%),2018-05-18,527.57
2018-06-07,0762,10.860,10.840,10.840,10.840 x 0,10.860 x 0,10.800 - 10.960,9.200 - 13.240,"25,452,940","32,561,263",332.295B,0.92,129.40,0.084,"Aug 14, 2018",0.06 (0.57%),2018-05-16,13.82
2018-06-07,0823,73.650,72.400,72.850,73.600 x 0,73.650 x 0,72.850 - 73.850,58.000 - 75.000,"5,481,535","4,258,781",158.352B,0.47,3.39,21.710,"Jun 4, 2018",2.43 (3.65%),2017-11-21,76.48
2018-06-07,0836,15.840,15.880,15.900,15.820 x 0,15.840 x 0,15.740 - 15.980,12.820 - 16.300,"4,745,955","8,460,918",76.197B,0.82,16.33,0.970,"Aug 14, 2018",0.88 (5.69%),2018-06-15,17.22
2018-06-07,0083,14.140,14.000,14.180,14.120 x 0,14.140 x 0,13.820 - 14.180,12.440 - 15.060,"8,029,141","4,686,206",93.367B,0.78,11.88,1.190,"Aug 22, 2018",0.53 (3.89%),2018-03-13,15.67
2018-06-07,0857,6.590,6.560,6.570,6.580 x 0,6.590 x 0,6.540 - 6.660,4.720 - 6.660,"154,715,155","148,322,323",1.768T,1.00,45.81,0.144,N/A,0.07 (1.12%),2018-06-13,7.54
2018-06-07,0883,13.460,13.360,13.520,13.460 x 0,13.480 x 0,13.380 - 13.600,8.450 - 14.640,"66,626,819","74,380,513",600.955B,0.72,20.41,0.011,"Aug 22, 2018",0.50 (3.58%),2018-06-07,15.66
2018-06-07,0939,8.250,8.140,8.230,8.240 x 0,8.250 x 0,8.170 - 8.280,5.910 - 9.390,"370,289,926","299,282,528",2.526T,1.21,7.17,1.151,N/A,0.36 (4.46%),2018-07-09,10.58
2018-06-07,0941,73.200,72.550,72.700,73.200 x 0,73.250 x 0,72.650 - 73.500,69.600 - 89.600,"14,217,233","15,244,659",1.499T,0.60,10.94,6.690,"Aug 8, 2018",3.21 (4.29%),2018-05-24,93.74
