Date,Symbol,Nominal price,High,Share Tr,Prev Close,1 Month High,MKT Cap,Low,Turnover,Open,1 Month Low,Short Sell,Bid,10-D SMA,Ask,20-D SMA,No of Tr,50-D SMA,Amount/T,100-D SMA,VWAP,250-D SMA,52-W High,52-W Low,Admission Fee,14-D RSI,Spread,10-D R. of Return,P/E Ratio/Est.,Rate of Risk,% Yld/Est.,Risk Return Rate,EPS,Beta,DPS,NBV Per Share
2018/6/11,101,17.96,18.14,4.105M,17.98,19.2,80.869B,17.84,73.768M,17.84,17.08,7.446M,17.96,18.048,17.98,18.342,732,18.122,"100,776",18.493,17.97,18.384,21.07,16.7,"17,960",44.719,0.020/0.020,-1.54%,9.923/17.437,0.77%,4.176/4.176,-1.999,HKD 1.810,0.624,HKD 0.750,HKD 30.274
2018/6/11,1038,59.65,59.85,1.379M,59.4,61.8,157.450B,59.4,82.331M,59.5,58.7,15.688M,59.65,59.4,59.7,59.835,764,60.529,"107,764",62.559,59.703,64.77,71.42,58.7,"29,825",42.999,0.050/0.050,0,14.656/12.773,2.86%,3.990/4.367,0,HKD 4.070,0.356,HKD 2.380,HKD 39.036
2018/6/11,1044,77.4,77.9,2.210M,76.75,79.15,92.581B,75.6,170.412M,75.7,66.577,52.367M,77.4,75.605,77.45,73.278,995,72.506,"171,269",73.666,77.11,70.07,87.277,50.261,"38,700",61.446,0.050/0.050,6.69%,20.052/18.384,8.18%,3.361/3.431,0.817,RMB 3.149,0.528,RMB 2.100,RMB 13.356
2018/6/11,1088,21,21.3,21.284M,20.85,22.15,70.860B,20.45,446.487M,20.7,19.42,7.721M,20.95,20.747,21,20.705,2555,20.012,"174,750",21.214,20.978,19.815,25.75,15.798,"10,500",52.408,0.050/0.050,5.53%,7.129/7.575,1.78%,5.375/5.059,3.112,RMB 2.403,1.266,RMB 0.910,RMB 15.362
2018/6/11,1093,24.4,25,22.458M,24.4,26.6,152.330B,24.25,550.724M,24.45,20.7,14.679M,24.35,25.065,24.4,24.04,3827,22.102,"143,905",20.025,24.522,15.983,26.6,10.79,"48,800",56.263,0.050/0.050,-5.79%,53.650/42.807,3.95%,0.615/0.574,-1.467,HKD 0.455,0.895,HKD 0.150,HKD 2.454
2018/6/11,1109,31.15,31.8,6.110M,31.1,32.1,215.552B,31.05,191.170M,31.3,27.7,34.172M,31.15,30.01,31.2,29.9,786,29.29,"243,219",29.141,31.288,25.679,34.45,21.05,"62,300",59.346,0.050/0.050,7.23%,9.383/8.990,3.11%,3.104/3.868,2.327,HKD 3.320,1.216,HKD 0.967,HKD 20.645
2018/6/11,1113,66.1,66.45,1.631M,66.3,68.85,245.144B,65.5,107.776M,66.15,64.5,4.900M,66.1,66.24,66.15,66.762,885,65.949,"121,781",67.393,66.08,65.242,74.02,57.05,"33,050",48.867,0.050/0.050,0,8.191/9.944,3.24%,2.572/2.874,0,HKD 8.070,0.614,HKD 1.700,HKD 78.851
2018/6/11,11,202.8,203.4,1.517M,200.2,203.6,382.751B,201.2,307.108M,203,192.5,88.626M,202.4,196.62,202.8,197.28,1531,192.886,"200,593",188.499,202.444,179.765,203.6,152.2,"20,280",58.814,0.200/0.200,3.52%,19.689/17.947,12.19%,3.353/3.550,0.289,HKD 10.300,0.546,HKD 6.700,HKD 79.520
2018/6/11,1299,72.4,72.85,9.456M,71.95,74.256,868.883B,71.85,684.601M,72.4,68.506,141.149M,72.4,72.02,72.45,71.867,3733,69.447,"183,392",66.963,72.399,62.625,74.256,53.5,"14,480",53.224,0.050/0.050,-0.55%,18.095/20.507,4.82%,1.381/1.626,-0.114,USD 0.510,1.097,USD 0.128,USD 3.478
2018/6/11,12,45.7,46,2.465M,45.95,48,202.238B,45.6,112.594M,46,43.927,11.608M,45.65,46.184,45.7,45.794,553,45.179,"203,606",45.583,45.677,44.363,49.791,37.491,"45,700",53.328,0.050/0.050,-1.47%,6.606/12.576,2.82%,3.402/3.451,-0.522,HKD 6.918,0.655,HKD 1.555,HKD 66.600
