Date,Symbol,Nominal price,Open,High,Low,Mkt cap,P/E ratio,Div yield,Prev close,52-wk high,52-wk low
2018-06-11,0101,17.96,17.84,18.14,17.84,80.78B,9.95,4.18%,17.98,21.80,17.08
2018-06-11,1038,59.65,59.50,59.85,59.40,158.11B,14.65,3.99%,59.40,73.80,58.70
2018-06-11,1044,77.40,75.70,77.90,75.60,93.36B,20.24,3.28%,76.75,88.70,52.80
2018-06-11,1088,21.00,20.70,21.30,20.45,-,7.22,5.39%,20.85,25.75,16.38
2018-06-11,1093,24.40,24.45,25.00,24.25,152.33B,48.83,0.61%,24.40,26.75,10.94
2018-06-11,1109,31.15,31.30,31.80,31.05,215.90B,9.38,3.10%,31.10,34.45,21.05
2018-06-11,1113,66.10,66.15,66.45,65.50,244.40B,8.19,2.57%,66.30,75.30,58.75
2018-06-11,0011,202.80,203.00,203.40,201.20,387.72B,19.69,3.35%,200.20,204.20,159.00
2018-06-11,1299,72.40,72.40,72.85,71.85,874.31B,18.15,1.38%,71.95,75.00,54.50
2018-06-11,0012,45.70,46.00,46.00,45.60,182.85B,6.61,3.40%,45.95,50.91,39.05
2018-06-11,1398,6.56,6.54,6.61,6.53,-,6.67,4.59%,6.59,7.64,4.83
2018-06-11,0144,17.46,17.38,17.54,17.28,57.23B,9.45,4.64%,17.22,27.40,16.96
2018-06-11,0151,7.85,7.79,7.98,7.67,97.73B,-,1.54%,7.79,8.18,5.00
2018-06-11,0016,127.30,126.80,127.70,126.50,368.79B,6.81,3.30%,126.90,139.60,113.50
2018-06-11,0175,24.30,23.70,24.50,23.60,218.13B,17.04,1.19%,23.60,29.80,13.94
2018-06-11,0017,12.12,12.10,12.22,12.04,123.78B,8.15,3.88%,12.10,13.00,9.74
2018-06-11,1928,45.45,44.35,46.00,44.35,367.18B,29.17,4.38%,44.75,49.35,33.80
2018-06-11,1997,60.20,60.55,60.85,60.00,182.78B,10.61,1.58%,60.40,65.15,46.55
2018-06-11,0019,82.45,83.65,83.65,82.15,115.98B,4.81,2.55%,83.25,83.65,71.85
2018-06-11,0001,90.70,90.10,90.90,90.10,349.89B,9.97,3.14%,90.05,108.90,87.10
2018-06-11,2007,16.68,16.40,16.92,16.24,362.64B,11.03,2.90%,17.24,19.16,8.37
2018-06-11,2018,127.90,127.00,128.50,124.00,156.29B,23.62,1.64%,127.10,185.00,94.05
2018-06-11,2318,78.75,78.50,79.40,78.30,-,12.48,2.31%,78.50,98.85,49.90
2018-06-11,2319,28.75,28.30,29.20,28.30,112.91B,44.50,0.51%,28.70,29.75,14.50
2018-06-11,2382,169.70,170.00,170.90,163.70,186.16B,52.05,0.48%,168.30,171.60,62.50
2018-06-11,2388,40.10,39.75,40.40,39.65,423.97B,14.89,3.25%,39.95,42.15,34.30
2018-06-11,0023,32.75,32.60,32.80,32.40,91.95B,19.45,3.91%,32.65,36.00,30.55
2018-06-11,2628,22.85,22.70,23.00,22.70,-,16.30,2.14%,22.80,28.20,21.10
2018-06-11,0267,11.90,11.88,11.92,11.78,346.17B,7.89,3.03%,11.84,12.80,10.70
2018-06-11,0027,65.50,64.20,65.70,64.20,282.83B,26.88,-,64.40,73.85,43.90
2018-06-11,0288,7.44,7.75,7.80,7.40,109.19B,12.43,3.63%,7.88,9.90,7.16
2018-06-11,0002,81.85,81.80,82.00,81.60,206.79B,14.51,3.58%,81.95,84.95,75.05
2018-06-11,3328,6.38,6.31,6.40,6.30,-,5.71,5.59%,6.32,7.13,5.47
2018-06-11,0386,7.42,7.56,7.56,7.37,-,-,4.02%,7.47,8.35,5.40
2018-06-11,0388,261.20,259.80,262.80,259.20,323.84B,39.08,2.07%,260.00,306.00,197.60
2018-06-11,3988,4.20,4.21,4.22,4.16,-,7.44,4.19%,4.18,4.96,3.57
2018-06-11,0003,15.34,15.46,15.46,15.24,214.57B,28.70,2.07%,15.48,15.80,13.09
2018-06-11,0005,76.95,76.55,77.20,76.55,-,18.26,5.17%,76.55,86.00,67.55
2018-06-11,0066,44.30,44.45,44.50,44.10,266.20B,15.70,2.53%,44.50,46.80,40.55
2018-06-11,0688,28.70,28.55,28.90,28.30,314.44B,7.71,2.79%,28.80,32.20,22.50
2018-06-11,0006,55.50,55.55,55.70,55.50,118.45B,14.24,5.05%,55.45,78.80,54.00
2018-06-11,0700,419.00,420.00,421.00,415.60,3.98T,40.53,0.21%,415.00,476.60,260.40
2018-06-11,0762,10.24,10.44,10.44,10.04,313.32B,48.63,0.63%,10.32,13.24,9.20
2018-06-11,0823,73.50,73.30,73.90,73.00,158.03B,3.38,3.40%,73.30,75.00,58.00
2018-06-11,0836,15.90,15.82,15.96,15.70,76.49B,16.43,5.50%,15.72,16.30,12.82
2018-06-11,0083,13.94,14.04,14.16,13.92,92.05B,6.14,3.80%,14.14,15.06,12.44
2018-06-11,0857,6.55,6.60,6.60,6.46,-,42.03,1.98%,6.55,6.74,4.72
2018-06-11,0883,13.44,13.12,13.50,12.92,600.06B,19.79,3.72%,13.20,14.64,8.45
2018-06-11,0939,8.06,8.09,8.10,8.02,-,6.67,4.51%,8.08,9.39,5.91
2018-06-11,0941,71.50,71.85,71.95,71.05,1.46T,10.43,4.48%,71.50,89.60,69.60
