Date,Symbol,Nominal Price,Prev close,Open,Turnover,Volume,Mkt cap,Bid,Ask,EPS(RMB),P/E ratio,Div yield,High,Low,52-wk high,52-wk low
2018-06-07,3,17.280,17.340,17.340,511.25M,29.66M,241.70B,17.260,17.280,0.588,29.39,2.03%,17.380,17.180,17.380,14.400
2018-06-07,5,77.250,76.500,76.850,1.41B,18.40M,"1,573.97B",77.250,77.300,0.4848,20.43,5.16%,77.450,76.750,86.000,67.550
2018-06-07,66,44.850,44.600,44.600,131.63M,2.94M,269.52B,44.750,44.850,2.8288,15.85,2.50%,44.900,44.550,46.800,40.550
2018-06-07,688,29.000,28.450,28.800,779.11M,27.12M,317.72B,28.950,29.000,3.7209,7.79,2.76%,29.000,28.300,32.200,22.500
2018-06-07,6,55.950,55.250,55.500,330.79M,5.94M,119.41B,55.900,55.950,3.8978,14.35,29.13%,55.950,55.400,67.607,54.000
2018-06-07,700,429.200,425.000,431.000,10.57B,24.69M,"4,078.98B",429.200,429.400,7.5986,45.61,0.21%,431.600,425.800,476.600,260.379
2018-06-07,762,10.860,10.840,10.840,276.37M,25.45M,332.29B,10.840,10.860,0.0744,117.53,0.59%,10.960,10.800,13.240,9.200
2018-06-07,823,73.650,72.400,72.850,402.15M,5.48M,158.35B,73.600,73.650,21.772,3.38,3.39%,73.850,72.850,75.000,58.000
2018-06-07,836,15.840,15.880,15.900,75.03M,4.75M,76.19B,15.820,15.840,0.9678,16.37,5.52%,15.980,15.740,16.340,12.820
2018-06-07,83,14.140,14.000,14.180,112.70M,8.03M,93.36B,14.120,14.140,1.19,11.88,6.93%,14.180,13.820,14.604,12.063
2018-06-07,857,6.590,6.560,6.570,1.02B,154.72M,139.04B,6.580,6.590,0.1246,42.63,2.36%,6.660,6.540,6.660,4.678
2018-06-07,883,13.460,13.360,13.520,898.77M,66.63M,600.95B,13.460,13.480,0.5527,19.54,3.71%,13.600,13.380,14.640,8.450
2018-06-07,939,8.250,8.140,8.230,3.04B,370.29M,"1,983.44B",8.240,8.250,0.969,6.80,4.41%,8.280,8.170,9.390,5.910
2018-06-07,941,73.200,72.550,72.700,1.04B,14.22M,"1,498.80B",73.200,73.250,5.5813,10.57,8.75%,73.500,72.650,86.355,69.600
